protein N-linked glycosylation (GO:0006487),25,14,8.03,+,1.74,3.51E-02
monocarboxylic acid biosynthetic process (GO:0072330),34,19,10.93,+,1.74,1.65E-02
nucleoside monophosphate metabolic process (GO:0009123),9,5,2.89,+,1.73,1.67E-01
tRNA methylation (GO:0030488),9,5,2.89,+,1.73,1.67E-01
positive regulation of protein modification process (GO:0031401),9,5,2.89,+,1.73,1.67E-01
"mRNA cis splicing, via spliceosome (GO:0045292)",27,15,8.68,+,1.73,3.18E-02
secondary alcohol metabolic process (GO:1902652),9,5,2.89,+,1.73,1.67E-01
purine ribonucleoside diphosphate metabolic process (GO:0009179),29,16,9.32,+,1.72,2.88E-02
purine nucleoside diphosphate metabolic process (GO:0009135),29,16,9.32,+,1.72,2.88E-02
ATP generation from ADP (GO:0006757),29,16,9.32,+,1.72,2.88E-02
glycolytic process (GO:0006096),29,16,9.32,+,1.72,2.88E-02
lipid oxidation (GO:0034440),29,16,9.32,+,1.72,2.88E-02
ADP metabolic process (GO:0046031),29,16,9.32,+,1.72,2.88E-02
nucleosome organization (GO:0034728),31,17,9.96,+,1.71,2.61E-02
sterol biosynthetic process (GO:0016126),22,12,7.07,+,1.7,5.65E-02
fatty acid biosynthetic process (GO:0006633),11,6,3.54,+,1.7,1.47E-01
mitochondrial membrane organization (GO:0007006),13,7,4.18,+,1.68,1.30E-01
aromatic amino acid family metabolic process (GO:0009072),41,22,13.18,+,1.67,1.60E-02
porphyrin-containing compound metabolic process (GO:0006778),15,8,4.82,+,1.66,1.15E-01
tetrapyrrole metabolic process (GO:0033013),15,8,4.82,+,1.66,1.15E-01
fatty acid metabolic process (GO:0006631),47,25,15.11,+,1.66,1.19E-02
response to light stimulus (GO:0009416),66,35,21.21,+,1.65,3.65E-03
pigment biosynthetic process (GO:0046148),17,9,5.46,+,1.65,1.02E-01
pigment metabolic process (GO:0042440),19,10,6.11,+,1.64,9.13E-02
fatty acid beta-oxidation (GO:0006635),21,11,6.75,+,1.63,8.15E-02
fatty acid catabolic process (GO:0009062),23,12,7.39,+,1.62,7.29E-02
cytoplasmic translation (GO:0002181),50,26,16.07,+,1.62,1.36E-02
microtubule-based movement (GO:0007018),29,15,9.32,+,1.61,5.26E-02
aromatic amino acid family biosynthetic process (GO:0009073),33,17,10.61,+,1.6,4.26E-02
glycoprotein metabolic process (GO:0009100),39,20,12.53,+,1.6,3.11E-02
monocarboxylic acid metabolic process (GO:0032787),139,71,44.67,+,1.59,1.57E-04
regulation of lipid biosynthetic process (GO:0046890),2,1,0.64,+,1.56,4.74E-01
purine ribonucleoside monophosphate metabolic process (GO:0009167),4,2,1.29,+,1.56,3.68E-01
ribonucleoside monophosphate metabolic process (GO:0009161),6,3,1.93,+,1.56,3.04E-01
positive regulation of cell cycle (GO:0045787),6,3,1.93,+,1.56,3.04E-01
regulation of lipid metabolic process (GO:0019216),2,1,0.64,+,1.56,4.74E-01
peptidyl-threonine phosphorylation (GO:0018107),6,3,1.93,+,1.56,3.04E-01
peptidyl-tyrosine dephosphorylation (GO:0035335),2,1,0.64,+,1.56,4.74E-01
purine nucleoside monophosphate metabolic process (GO:0009126),4,2,1.29,+,1.56,3.68E-01
cellular response to oxidative stress (GO:0034599),30,15,9.64,+,1.56,6.59E-02
purine nucleobase biosynthetic process (GO:0009113),2,1,0.64,+,1.56,4.74E-01
regulation of cell population proliferation (GO:0042127),6,3,1.93,+,1.56,3.04E-01
cytochrome complex assembly (GO:0017004),8,4,2.57,+,1.56,2.58E-01
regulation of intracellular pH (GO:0051453),16,8,5.14,+,1.56,1.49E-01
regulation of meiotic cell cycle (GO:0051445),4,2,1.29,+,1.56,3.68E-01
regulation of cell shape (GO:0008360),6,3,1.93,+,1.56,3.04E-01
regulation of macroautophagy (GO:0016241),2,1,0.64,+,1.56,4.74E-01
Rho protein signal transduction (GO:0007266),2,1,0.64,+,1.56,4.74E-01
mitochondrial respiratory chain complex III assembly (GO:0034551),4,2,1.29,+,1.56,3.68E-01
telomere capping (GO:0016233),6,3,1.93,+,1.56,3.04E-01
positive regulation of cell death (GO:0010942),2,1,0.64,+,1.56,4.74E-01
iron-sulfur cluster assembly (GO:0016226),10,5,3.21,+,1.56,2.22E-01
positive regulation of cell cycle process (GO:0090068),6,3,1.93,+,1.56,3.04E-01
"mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)",4,2,1.29,+,1.56,3.68E-01
"mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)",8,4,2.57,+,1.56,2.58E-01
regulation of circadian rhythm (GO:0042752),8,4,2.57,+,1.56,2.58E-01
detection of mechanical stimulus (GO:0050982),2,1,0.64,+,1.56,4.74E-01
negative regulation of intracellular signal transduction (GO:1902532),4,2,1.29,+,1.56,3.68E-01
positive regulation of innate immune response (GO:0045089),4,2,1.29,+,1.56,3.68E-01
regulation of innate immune response (GO:0045088),6,3,1.93,+,1.56,3.04E-01
protein targeting to ER (GO:0045047),16,8,5.14,+,1.56,1.49E-01
monocarboxylic acid transport (GO:0015718),4,2,1.29,+,1.56,3.68E-01
anatomical structure formation involved in morphogenesis (GO:0048646),8,4,2.57,+,1.56,2.58E-01
cellular response to abiotic stimulus (GO:0071214),4,2,1.29,+,1.56,3.68E-01
aspartate family amino acid biosynthetic process (GO:0009067),16,8,5.14,+,1.56,1.49E-01
positive regulation of immune system process (GO:0002684),4,2,1.29,+,1.56,3.68E-01
regulation of immune system process (GO:0002682),6,3,1.93,+,1.56,3.04E-01
positive regulation of phosphorus metabolic process (GO:0010562),10,5,3.21,+,1.56,2.22E-01
"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)",6,3,1.93,+,1.56,3.04E-01
endonucleolytic cleavage involved in rRNA processing (GO:0000478),6,3,1.93,+,1.56,3.04E-01
regulation of cellular localization (GO:0060341),12,6,3.86,+,1.56,1.93E-01
regulation of cell growth (GO:0001558),2,1,0.64,+,1.56,4.74E-01
positive regulation of cell population proliferation (GO:0008284),6,3,1.93,+,1.56,3.04E-01
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),4,2,1.29,+,1.56,3.68E-01
"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)",4,2,1.29,+,1.56,3.68E-01
G protein-coupled receptor signaling pathway (GO:0007186),4,2,1.29,+,1.56,3.68E-01
negative regulation of transferase activity (GO:0051348),6,3,1.93,+,1.56,3.04E-01
regulation of autophagy (GO:0010506),4,2,1.29,+,1.56,3.68E-01
establishment or maintenance of cell polarity (GO:0007163),6,3,1.93,+,1.56,3.04E-01
positive regulation of phosphorylation (GO:0042327),10,5,3.21,+,1.56,2.22E-01
positive regulation of phosphate metabolic process (GO:0045937),10,5,3.21,+,1.56,2.22E-01
cell cycle G1/S phase transition (GO:0044843),6,3,1.93,+,1.56,3.04E-01
positive regulation of growth (GO:0045927),2,1,0.64,+,1.56,4.74E-01
cellular response to environmental stimulus (GO:0104004),4,2,1.29,+,1.56,3.68E-01
positive regulation of kinase activity (GO:0033674),6,3,1.93,+,1.56,3.04E-01
detection of stimulus (GO:0051606),2,1,0.64,+,1.56,4.74E-01
response to mechanical stimulus (GO:0009612),4,2,1.29,+,1.56,3.68E-01
DNA replication-independent nucleosome organization (GO:0034724),4,2,1.29,+,1.56,3.68E-01
cellular monovalent inorganic cation homeostasis (GO:0030004),16,8,5.14,+,1.56,1.49E-01
membrane protein proteolysis (GO:0033619),6,3,1.93,+,1.56,3.04E-01
mitochondrial cytochrome c oxidase assembly (GO:0033617),4,2,1.29,+,1.56,3.68E-01
ceramide metabolic process (GO:0006672),10,5,3.21,+,1.56,2.22E-01
cellular response to chemical stress (GO:0062197),30,15,9.64,+,1.56,6.59E-02
nucleotide transmembrane transport (GO:1901679),2,1,0.64,+,1.56,4.74E-01
protein stabilization (GO:0050821),12,6,3.86,+,1.56,1.93E-01
IMP metabolic process (GO:0046040),4,2,1.29,+,1.56,3.68E-01
AMP metabolic process (GO:0046033),2,1,0.64,+,1.56,4.74E-01
establishment of protein localization to endoplasmic reticulum (GO:0072599),16,8,5.14,+,1.56,1.49E-01
positive regulation of cell growth (GO:0030307),2,1,0.64,+,1.56,4.74E-01
regulation of cellular pH (GO:0030641),16,8,5.14,+,1.56,1.49E-01
G1/S transition of mitotic cell cycle (GO:0000082),6,3,1.93,+,1.56,3.04E-01
amino sugar catabolic process (GO:0046348),2,1,0.64,+,1.56,4.74E-01
activation of immune response (GO:0002253),2,1,0.64,+,1.56,4.74E-01
immune effector process (GO:0002252),2,1,0.64,+,1.56,4.74E-01
rhythmic process (GO:0048511),12,6,3.86,+,1.56,1.93E-01
positive regulation of programmed cell death (GO:0043068),2,1,0.64,+,1.56,4.74E-01
activation of innate immune response (GO:0002218),2,1,0.64,+,1.56,4.74E-01
cellular response to organonitrogen compound (GO:0071417),2,1,0.64,+,1.56,4.74E-01
"regulation of alternative mRNA splicing, via spliceosome (GO:0000381)",30,15,9.64,+,1.56,6.59E-02
"alternative mRNA splicing, via spliceosome (GO:0000380)",30,15,9.64,+,1.56,6.59E-02
Golgi to plasma membrane protein transport (GO:0043001),2,1,0.64,+,1.56,4.74E-01
positive regulation of response to biotic stimulus (GO:0002833),4,2,1.29,+,1.56,3.68E-01
regulation of response to biotic stimulus (GO:0002831),6,3,1.93,+,1.56,3.04E-01
regulation of DNA repair (GO:0006282),2,1,0.64,+,1.56,4.74E-01
inner mitochondrial membrane organization (GO:0007007),10,5,3.21,+,1.56,2.22E-01
negative regulation of catabolic process (GO:0009895),2,1,0.64,+,1.56,4.74E-01
regulation of growth (GO:0040008),2,1,0.64,+,1.56,4.74E-01
cell fate specification (GO:0001708),4,2,1.29,+,1.56,3.68E-01
positive regulation of response to external stimulus (GO:0032103),4,2,1.29,+,1.56,3.68E-01
regulation of response to external stimulus (GO:0032101),6,3,1.93,+,1.56,3.04E-01
positive regulation of immune response (GO:0050778),4,2,1.29,+,1.56,3.68E-01
regulation of immune response (GO:0050776),6,3,1.93,+,1.56,3.04E-01
regulation of cAMP-mediated signaling (GO:0043949),4,2,1.29,+,1.56,3.68E-01
positive regulation of defense response (GO:0031349),4,2,1.29,+,1.56,3.68E-01
pyrimidine nucleotide biosynthetic process (GO:0006221),10,5,3.21,+,1.56,2.22E-01
pyrimidine nucleotide metabolic process (GO:0006220),10,5,3.21,+,1.56,2.22E-01
negative regulation of cellular catabolic process (GO:0031330),2,1,0.64,+,1.56,4.74E-01
circadian rhythm (GO:0007623),12,6,3.86,+,1.56,1.93E-01
purine nucleotide transport (GO:0015865),2,1,0.64,+,1.56,4.74E-01
nucleotide transport (GO:0006862),4,2,1.29,+,1.56,3.68E-01
response to metal ion (GO:0010038),8,4,2.57,+,1.56,2.58E-01
cortical cytoskeleton organization (GO:0030865),6,3,1.93,+,1.56,3.04E-01
regulation of cell morphogenesis (GO:0022604),6,3,1.93,+,1.56,3.04E-01
regulation of chromatin organization (GO:1902275),14,7,4.5,+,1.56,1.69E-01
carbohydrate derivative biosynthetic process (GO:1901137),132,66,42.42,+,1.56,4.51E-04
phospholipid biosynthetic process (GO:0008654),28,14,9,+,1.56,7.36E-02
response to radiation (GO:0009314),70,35,22.5,+,1.56,8.57E-03
ATP-dependent chromatin remodeling (GO:0043044),14,7,4.5,+,1.56,1.69E-01
regulation of mRNA metabolic process (GO:1903311),41,20,13.18,+,1.52,4.74E-02
intra-Golgi vesicle-mediated transport (GO:0006891),31,15,9.96,+,1.51,8.13E-02
import into nucleus (GO:0051170),29,14,9.32,+,1.5,9.09E-02
protein localization to nucleus (GO:0034504),29,14,9.32,+,1.5,9.09E-02
monocarboxylic acid catabolic process (GO:0072329),29,14,9.32,+,1.5,9.09E-02
steroid biosynthetic process (GO:0006694),29,14,9.32,+,1.5,9.09E-02
protein import into nucleus (GO:0006606),29,14,9.32,+,1.5,9.09E-02
generation of precursor metabolites and energy (GO:0006091),133,64,42.75,+,1.5,1.36E-03
negative regulation of translation (GO:0017148),23,11,7.39,+,1.49,1.28E-01
response to endoplasmic reticulum stress (GO:0034976),46,22,14.78,+,1.49,4.67E-02
"regulation of mRNA splicing, via spliceosome (GO:0048024)",34,16,10.93,+,1.46,8.85E-02
endoplasmic reticulum organization (GO:0007029),17,8,5.46,+,1.46,1.86E-01
tRNA modification (GO:0006400),32,15,10.28,+,1.46,9.89E-02
movement of cell or subcellular component (GO:0006928),47,22,15.11,+,1.46,5.60E-02
nucleobase-containing small molecule metabolic process (GO:0055086),186,87,59.78,+,1.46,5.17E-04
peptide biosynthetic process (GO:0043043),216,101,69.42,+,1.45,1.98E-04
positive regulation of organelle organization (GO:0010638),15,7,4.82,+,1.45,2.12E-01
electron transport chain (GO:0022900),28,13,9,+,1.44,1.24E-01
alcohol biosynthetic process (GO:0046165),28,13,9,+,1.44,1.24E-01
response to unfolded protein (GO:0006986),28,13,9,+,1.44,1.24E-01
cellular response to unfolded protein (GO:0034620),28,13,9,+,1.44,1.24E-01
translational elongation (GO:0006414),214,99,68.78,+,1.44,3.24E-04
translation (GO:0006412),214,99,68.78,+,1.44,3.24E-04
nucleotide metabolic process (GO:0009117),145,67,46.6,+,1.44,2.75E-03
oligosaccharide biosynthetic process (GO:0009312),26,12,8.36,+,1.44,1.39E-01
amino sugar metabolic process (GO:0006040),13,6,4.18,+,1.44,2.43E-01
DNA replication initiation (GO:0006270),13,6,4.18,+,1.44,2.43E-01
nucleoside phosphate metabolic process (GO:0006753),150,69,48.21,+,1.43,2.67E-03
amide biosynthetic process (GO:0043604),246,113,79.06,+,1.43,1.68E-04
positive regulation of cellular component organization (GO:0051130),24,11,7.71,+,1.43,1.57E-01
establishment of vesicle localization (GO:0051650),24,11,7.71,+,1.43,1.57E-01
vesicle localization (GO:0051648),24,11,7.71,+,1.43,1.57E-01
ribosomal large subunit biogenesis (GO:0042273),72,33,23.14,+,1.43,3.07E-02
negative regulation of biosynthetic process (GO:0009890),83,38,26.68,+,1.42,2.22E-02
regulation of mRNA processing (GO:0050684),35,16,11.25,+,1.42,1.06E-01
regulation of RNA splicing (GO:0043484),35,16,11.25,+,1.42,1.06E-01
cellular amino acid catabolic process (GO:0009063),46,21,14.78,+,1.42,7.39E-02
programmed cell death (GO:0012501),11,5,3.54,+,1.41,2.81E-01
late endosome to vacuole transport (GO:0045324),22,10,7.07,+,1.41,1.77E-01
autophagy of mitochondrion (GO:0000422),11,5,3.54,+,1.41,2.81E-01
cell death (GO:0008219),11,5,3.54,+,1.41,2.81E-01
vacuolar transport (GO:0007034),53,24,17.03,+,1.41,6.40E-02
carboxylic acid metabolic process (GO:0019752),386,174,124.06,+,1.4,1.01E-05
establishment of protein localization to organelle (GO:0072594),120,54,38.57,+,1.4,1.06E-02
endosome transport via multivesicular body sorting pathway (GO:0032509),20,9,6.43,+,1.4,2.00E-01
acyl-CoA metabolic process (GO:0006637),20,9,6.43,+,1.4,2.00E-01
amino acid transport (GO:0006865),20,9,6.43,+,1.4,2.00E-01
peptide metabolic process (GO:0006518),272,122,87.42,+,1.4,2.38E-04
protein import (GO:0017038),58,26,18.64,+,1.39,6.13E-02
organonitrogen compound biosynthetic process (GO:1901566),549,246,176.45,+,1.39,2.51E-07
regulation of organelle organization (GO:0033043),67,30,21.53,+,1.39,4.82E-02
lipid modification (GO:0030258),56,25,18,+,1.39,6.78E-02
small molecule biosynthetic process (GO:0044283),220,98,70.71,+,1.39,1.12E-03
positive regulation of cellular amide metabolic process (GO:0034250),18,8,5.79,+,1.38,2.27E-01
positive regulation of translation (GO:0045727),18,8,5.79,+,1.38,2.27E-01
telomere maintenance via telomere lengthening (GO:0010833),9,4,2.89,+,1.38,3.29E-01
hormone transport (GO:0009914),9,4,2.89,+,1.38,3.29E-01
positive regulation of RNA polymerase II transcription preinitiation complex assembly (GO:0045899),9,4,2.89,+,1.38,3.29E-01
telomere-telomerase complex assembly (GO:1905324),9,4,2.89,+,1.38,3.29E-01
telomere maintenance via telomerase (GO:0007004),9,4,2.89,+,1.38,3.29E-01
Golgi vesicle budding (GO:0048194),9,4,2.89,+,1.38,3.29E-01
mitochondrial RNA metabolic process (GO:0000959),9,4,2.89,+,1.38,3.29E-01
cellular amino acid metabolic process (GO:0006520),205,91,65.89,+,1.38,1.81E-03
regulation of cellular component organization (GO:0051128),79,35,25.39,+,1.38,4.01E-02
carboxylic acid catabolic process (GO:0046395),79,35,25.39,+,1.38,4.01E-02
organic acid catabolic process (GO:0016054),79,35,25.39,+,1.38,4.01E-02
cellular amide metabolic process (GO:0043603),337,149,108.31,+,1.38,1.01E-04
pyrimidine-containing compound metabolic process (GO:0072527),25,11,8.03,+,1.37,1.87E-01
purine-containing compound metabolic process (GO:0072521),125,55,40.17,+,1.37,1.47E-02
protein localization to endoplasmic reticulum (GO:0070972),25,11,8.03,+,1.37,1.87E-01
cellular amino acid biosynthetic process (GO:0008652),107,47,34.39,+,1.37,2.31E-02
alpha-amino acid metabolic process (GO:1901605),137,60,44.03,+,1.36,1.23E-02
regulation of transport (GO:0051049),16,7,5.14,+,1.36,2.59E-01
negative regulation of cellular biosynthetic process (GO:0031327),80,35,25.71,+,1.36,4.62E-02
