,ID,fulllength,protein
94,YNL286W,42346,8273.5
95,YGR274C,158340.5,31351.5
96,YHR074W,106350.5,21816
97,YNL165W,60445.5,12051.5
98,YHR057C,30583,6393.5
99,YOR304C-A,11387.5,2003
100,YKR016W,80246.5,15854
101,YIL039W,70508,15277
102,YGL101W,32061,6672.5
103,YGL093W,136140,26517
104,YMR079W,53136.5,9427.5
105,YJL076W,176466,31355
106,YDR202C,52283,10585.5
107,YKL203C,368046.5,75914.5
108,YLR133W,86585.5,17417
109,YKL159C,31463,6118.5
110,YBR265W,47671.5,9913
111,YBR062C,30926.5,5103.5
112,YOR063W,57594,11879
113,YER019W,70956,14666.5
114,YGL060W,95480,19905.5
115,YPL083C,69510,14667.5
116,YPL196W,40682,8138
117,YGL161C,46230.5,9604.5
118,YBL050W,49241.5,8710.5
119,YJL131C,52891.5,10858.5
120,YHL030W-A,22961,4887.5
121,YER155C,322364,65504.5
122,YDR009W,77444.5,15734.5
123,YOR073W-A,11642,2460.5
124,YJL003W,17674.5,3771.5
125,YGR144W,48696.5,9566.5
126,YHL009W-B,267465,54733.5
127,YNR068C,40563.5,8196
128,YDR072C,78714,18084.5
129,YER185W,45355,10150
130,YFL033C,263100.5,50588
131,YBL059C-A,20536.5,3280
132,YEL016C,73361,15895
133,YER180C,39810,8113
134,YJL204C,125120.5,26678
135,YPR039W,16731,3729.5
136,YDR319C,41041.5,9905
137,YJR114W,19515.5,3838.5
138,YKL085W,49762.5,9565.5
139,YML094C-A,20002,4418
140,YER020W,66664,12923
141,YNR029C,63785,12823.5
142,YLR252W,15187,3624
143,YNL306W,32357,6811
144,YDR359C,145729.5,27647
145,YKL212W,92775,19536
146,YBR058C-A,12083.5,2961
147,YPL093W,96185,19165.5
148,YPR019W,138823,26440
149,YPL189W,90910,21185
150,YHL017W,79388.5,17489.5
151,YOR277C,15391.5,3054
152,YJL068C,44573,9495.5
153,YCR028C,76430.5,16757.5
154,YIL100C-A,16866.5,4145.5
155,YMR244W,52813,10106
156,YLR393W,41572,8811
157,YGR003W,110773.5,23636
158,YGL017W,74862,15969.5
159,YBR076W,52759.5,11436.5
160,YLR404W,42576,9122
161,YOR157C,38899,7574
162,YJL126W,45743,9075.5
163,YMR173W,64043.5,11429
164,YOR161C,80468,17843.5
165,YJR018W,18029.5,3851
166,YHR136C,22076.5,4227
167,YER175W-A,8181.5,1828.5
168,YCR100C,47190.5,9643
169,YOR204W,89885.5,17119.5
170,YMR286W,12876.5,2586
171,YKL040C,38140.5,7649
172,YKR032W,15685.5,3730.5
173,YDR485C,117876,21707.5
174,YCL030C,118897,23184
175,YBR201C-A,10119,2250
176,YDR244W,90868.5,17676.5
177,YNL056W,29396,6178
178,YLR313C,78859.5,15424
179,YMR062C,65700,13069.5
180,YDR192C,64030.5,11419.5
181,YEL037C,59110.5,10158
182,YGR273C,25965.5,4980
183,YJL071W,85469.5,17902.5
184,YIL156W,159252,32738.5
185,YCR047C,40847,8104
186,YBL066C,170804.5,33326
187,YIL055C,93294,18240.5
188,YBR252W,21973,4087
189,YHR207C,78199.5,15904.5
190,YKL194C,68826.5,14799
191,YBL041W,35926,7307.5
192,YDR167W,30674.5,5624.5
193,YBR141C,50147,10248.5
194,YLR425W,194342,40293.5
195,YNL114C,18565,4873
196,YOR377W,78238,16751
197,YNL017C,16789.5,3390
198,YLR312C,59259.5,12591.5
199,YHR199C,46169.5,9360.5
200,YMR316C-B,15320.5,3130.5
201,YJL117W,46403,9857.5
202,YNL297C,243605.5,51309.5
203,YGR225W,92948.5,18096
204,YDL025C,92240.5,18117
205,YGR267C,36220,7138
206,YKL106W,67195,14409
207,YDR363W,67737.5,13049
208,YOR191W,240298,47214
209,YKL045W,78522.5,16403.5
210,YOR008C,56291.5,10031.5
211,YNL247W,114084,23504.5
212,YJR031C,209599.5,43095.5
213,YDL051W,40907,7996
214,YGL092W,195917,38618.5
215,YPL153C,121979,23952
216,YGR051C,16054,3282
217,YPL002C,34794,7385
218,YJR035W,161028,32264
219,YIL144W,102565,20571
220,YDR034W-B,7753,1505.5
221,Q0120,284321,22316
222,YKR095W,277698,51967.5
223,YEL058W,82908,16892
224,YCL019W,263015,52864
225,YDR377W,15185,3242.5
226,YLR415C,16790.5,3426.5
227,YKL064W,144028,27843.5
228,YCL055W,49879,10269
229,YGL173C,227267.5,46864.5
230,YJL174W,41212.5,8219
231,YMR010W,60527,13814
232,YNL043C,15888.5,3041
233,YCL035C,16466.5,3229.5
234,YLR237W,89337.5,20062
235,YDR394W,63707.5,12284
236,YHR086W,77903,14995.5
237,YIL059C,18134,3518.5
238,YNL007C,52390.5,10081.5
239,YER135C,19499.5,4490
240,YHR210C,50812,10327
241,YBR288C,71992,14883.5
242,YPR115W,160915,31159
243,YGL145W,104370,22030
244,YHR087W,16611,3209
245,YOR232W,33940.5,6566
246,YMR009W,26703,5437.5
247,YOL075C,192741.5,40572.5
248,YOR161C-C,7283.5,1522.5
249,YLL005C,129574.5,30330
250,YLR453C,58868,12575.5
251,YGL120C,114085,22730.5
252,YPL033C,41934,8981.5
253,YDR219C,69145,13741.5
254,YJL078C,131122,22936.5
255,YDL127W,45894.5,9454.5
256,YLL006W,63487.5,13063.5
257,YKR058W,91573.5,17496.5
258,YGR240C-A,9997.5,2320.5
259,YKL057C,154743,33633.5
260,YIL100W,17468,3609
261,YBR094W,112068,23473
262,YGL071W,102548.5,19419
263,YGR285C,64369,12579
264,YER130C,65952,12637.5
265,YLR349W,25106.5,5277
266,YLR073C,29857.5,6008
267,YDR339C,28167,5870.5
268,YOR029W,16738,3894.5
269,YOR179C,27988.5,5485
270,YML034W,130167.5,24264.5
271,YNR069C,72775,14369
272,YGR046W,57326,12360.5
273,YPR006C,85503,17564
274,YDR437W,20951.5,4680
275,YGR082W,27303,5217
276,YBL005W,145442.5,30619
277,YLR091W,43627,9121
278,YNL267W,158396.5,31098
279,YHR006W,80393,15344
280,YJL151C,19910,3933
281,YGR260W,79683.5,17533.5
282,YBR220C,83456.5,18872.5
283,YGL125W,89301.5,18693.5
284,YMR066W,133548.5,28443.5
285,YPR005C,43783.5,8643
286,YHL018W,17920.5,3841.5
287,YMR309C,120969.5,24287
288,YIL011W,40348,6713
289,YDR370C,65848.5,13638.5
290,YOR064C,32607,6554
291,YKL070W,25241,5427
292,YER148W,35774.5,7259
293,YOL007C,50841,9853
294,YNL085W,123723.5,25889
295,YFL041W-A,9521,2156.5
296,YBR056C-B,7862.5,1372.5
297,YJR065C,66894,13375
298,YNL117W,82426.5,16966.5
299,YBL025W,21633,4398
300,YAL066W,15380.5,3605.5
301,YOL070C,74369,13603
302,YOR341W,247586.5,49010
303,YOL060C,105079.5,20603
304,YNL269W,19599,4358.5
305,YLR086W,210290.5,40644.5
306,YLR454W,390946.5,83865
307,YNL087W,175154.5,36625
308,YDR051C,49707.5,10164
309,YPL078C,36432.5,7090.5
310,YGL241W,149500.5,30611
311,YPL056C,15235,3158.5
312,YMR213W,87426.5,16715
313,YIL029W-A,18469,3677.5
314,YDR523C,72932.5,14948.5
315,YNL034W,91071.5,17818
316,YJR049C,78784.5,15531.5
317,YDR503C,40931.5,9200
318,YDL205C,48679,9805.5
319,YGL028C,80932.5,14632
320,YDR358W,82775,15957.5
321,YDR020C,34554.5,6997
322,YLR399W-A,5230.5,1103
323,YOR096W,48284,5587.5
324,YHR065C,74466,14584
325,YAL064C-A,18906.5,3966
326,YBR215W,96941,17025
327,YLL065W,17447.5,4002.5
328,YBL060W,102152,21164
329,YOR390W,56116,12634
330,YDL243C,49048,10108.5
331,YOL055C,82065,16785
332,YHR073C-B,4054.5,921
333,YNL174W,28612.5,6303.5
334,YMR059W,19157.5,4026.5
335,YJR054W,74092,16054.5
336,YOL026C,16910,3503.5
337,YOL104C,52542.5,11161.5
338,YOR053W,17095,3747
339,YGR034W,42625.5,3704
340,YBR048W,48621,4901.5
341,YMR325W,18610.5,3624.5
342,YCR020W-B,11689.5,2197.5
343,YLR156C-A,6531,1338.5
344,YIL064W,38263,7871.5
345,YKR039W,89866.5,19410.5
346,YLR071C,160914.5,33198
347,YNL154C,81110.5,15591.5
348,YLR299C-A,4633.5,1070.5
349,YPL005W,90163.5,19031
350,YDL069C,34152,7359.5
351,YJR093C,48630,8796.5
352,YHR160C,42162,8190
353,YDR003W,31333.5,6121.5
354,YAL059C-A,21082.5,4710.5
355,YCR015C,47281,10072
356,YAL065C,19161.5,3389
357,YOR155C,67032.5,13462.5
358,YGR117C,70923.5,14910
359,YGR211W,72251.5,13840
360,YKL190W,29878,5158
361,YHL038C,93705.5,20053.5
362,YAR060C,16614,3368
363,YDR176W,104069.5,19602
364,YKR105C,86914.5,19008
365,YLR245C,21269.5,4197
366,YDR114C,15091.5,3633.5
367,YGL121C,18869.5,3847.5
368,YDR261C-D,238470,47247.5
369,YBR172C,109895.5,20826.5
370,YPL048W,61729,13045.5
371,YOL151W,50969.5,10411.5
372,YLR272C,174864.5,35493
373,YJL055W,36490,7229
374,YCR079W,65725.5,13339
375,YOR253W,26302.5,5529
376,YHL037C,19964,4501
377,YJL085W,92669,18957.5
378,YNL181W,60547,12584
379,YGL014W,132182.5,25304
380,YPR057W,50692,10502.5
381,YNR007C,46154.5,9325
382,YBR132C,88968.5,19592.5
383,YBR119W,48768,8833.5
384,YGR068W-A,4764,879
385,YOR136W,55056,10711
386,YNR044W,108259,18962
387,YDR115W,15760,3294.5
388,YOL091W,90507,18054
389,YHR072W,108814,23377
390,YHR216W,77896,15225
391,YJR116W,41708,9673
392,YNL314W,37960,7286
393,YHR095W,24550.5,5403.5
394,YJL219W,84551,18540.5
395,YGL200C,30340,6408
396,YIL172C,87595,18656.5
397,YER024W,137301,27039.5
398,YPL010W,28244,5750.5
399,YHL023C,170314.5,33369
400,YGL243W,59537.5,12150.5
401,YPL270W,115169,23073
402,YCR053W,76571.5,15676
403,YNR045W,72706,15421
404,YLR314C,77263.5,15232
405,YBR274W,78575,16383
406,YDR055W,66299.5,12668.5
407,YDR120C,84728.5,17103.5
408,YDL132W,121112,25565
409,YDR226W,33103.5,6314
410,YBR127C,76957,14980
411,YLR163W-A,5667,1133
412,YMR158W-B,16046.5,3685
413,YOR007C,51455.5,9384.5
414,YML024W,40108.5,3992.5
415,YFR006W,79668,16730
416,YHR040W,54279.5,10726
417,YLR023C,81066,17984
418,YDL061C,8469.5,1774.5
419,Q0255,74129,16538
420,YEL033W,20866,4782
421,YPL159C,37666,7650
422,YAL032C,56230,10537
423,YLR088W,91643.5,19788.5
424,YBR206W,16060,3135.5
425,YMR255W,27941.5,5264
426,YCL054W,124769,24719
427,YJL098W,157158.5,30574
428,YLR214W,102324.5,22869
429,YOR059C,67007.5,14704
430,YDR347W,47800,9746.5
431,YEL064C,71637.5,15542.5
432,YHL019C,89831,18637
433,YIL118W,34458,6701.5
434,YMR041C,49936,10252
435,YHR173C,16779.5,3583.5
436,YBR272C,71515.5,15115
437,YOR190W,66267,14389.5
438,YBL095W,40272.5,8511.5
439,YMR278W,92571.5,19523.5
440,YDR511W,19870,4081
441,YCL067C,31256.5,6318.5
442,YHR045W,83421.5,17583.5
443,YKL056C,24968,5128
444,YDR042C,29915.5,6592
445,YIL001W,76455,16297.5
446,YHR218W-A,15707,3262
447,YGR266W,104284,22313.5
448,YMR316W,50012.5,10330.5
449,YBL014C,132933.5,26594.5
450,YHR094C,85191.5,18540
451,YOL159C,25639,5312
452,YFL025C,153431,33520.5
453,YCR020C,32125,7038.5
454,YDL223C,155234.5,27533.5
455,YCL059C,46965.5,9656.5
456,YOR339C,23313.5,4884
457,YJL007C,15634.5,3310.5
458,YGR282C,46789,9443.5
459,YNL220W,64567,13335.5
460,YLR020C,80110.5,17343
461,YER040W,108505.5,19757.5
462,YKL074C,78363,15594
463,YKL180W,42662.5,5182
464,YGR220C,40096,8086.5
465,YCL044C,62115,12738.5
466,YKL068W-A,11714.5,2287
467,YDR535C,37614.5,5317
468,YIL171W-A,22516.5,5114.5
469,YPL117C,42933.5,8782
470,YML126C,73167,15105.5
471,YDL036C,68660.5,13939
472,YDR188W,81159.5,15852.5
473,YGR066C,43564.5,9234
474,YHL002C-A,24317.5,5124
475,YGR161W-A,65183.5,12577.5
476,YER005W,93801.5,19496.5
477,YMR206W,46603,8604
478,YIL036W,87236,16137.5
479,YDR513W,21405,4369
480,YOR167C,10095,1851.5
481,YHR183W,72902,14773
482,YMR196W,161747.5,34150.5
483,YFR018C,53978,10927.5
484,YKL012W,86513,17940.5
485,YDR301W,201839,41487
486,YER159C-A,65507.5,12459
487,YMR170C,75388.5,15432
488,YEL070W,74738.5,15401.5
489,YDL124W,46467.5,9670
490,YPR072W,83193.5,16721
491,YLL056C,44457.5,8706
492,YER131W,17778,3377
493,YOR286W,22263,4556.5
494,YOR034C,111646,24365
495,YKL036C,19434.5,4205.5
496,YCL017C,73984,14474
497,YEL017W,50269,10547
498,YDL046W,25855,5103
499,YBL021C,21446.5,3921
500,YGR182C,17571,3995
501,YMR323W,65030,12702.5
502,YJR088C,43529.5,9365
503,YMR140W,72690,13918
504,YML015C,51388.5,10432.5
505,YDL012C,20316,2842.5
506,YOR323C,67884.5,13387
507,YLR236C,16072,2992.5
508,YBR053C,53401.5,11144
509,YNL115C,95871.5,20688.5
510,YMR183C,43836,8177
511,YDR194C,98762.5,19926.5
512,YKR080W,47660.5,9844
513,YLR265C,51001.5,10305.5
514,YDR365W-B,260859.5,51952.5
515,YLR072W,103012,20837.5
516,YDR169C-A,7424,1393
517,YCL046W,16006,3196
518,YAR050W,228581,42072
519,YHR044C,36713.5,7465
520,YDR200C,89707.5,16747
521,YIL086C,15326.5,3358
522,YDL204W,58466,11575
523,YOR223W,43430.5,8427.5
524,YML020W,98660.5,20207
525,YOR082C,17138,4235.5
526,YFR027W,41773,8461.5
527,YDL212W,31415.5,6725.5
528,YOL053W,58707,12355.5
529,YLR161W,17096.5,3544.5
530,YER082C,82277.5,16305
531,YOR162C,120507.5,25159
532,YPL272C,77068,16330.5
533,YCL002C,43200,9236.5
534,YCL016C,56530.5,11933.5
535,Q0140,59521.5,13249
536,YOR034C-A,12057.5,2853.5
537,YLR357W,132028,26092
538,YJR022W,16290,3408
539,YER007C-A,32169.5,5532.5
540,YBR044C,85059.5,17430.5
541,YMR211W,70727,14645
542,YCL023C,17304,4086
543,YDR278C,15836,3419.5
544,YLR281C,23031,4177
545,YLR361C-A,14642.5,2565.5
546,YGL041C,10187,2279.5
547,YDR282C,61612.5,12592.5
548,YDR360W,21635.5,4450.5
549,YOR338W,54011,10743
550,YHR026W,31968,7039
551,YMR109W,181187,35797
552,YGL016W,161147,33899.5
553,YGL110C,92763.5,18763
554,YKL025C,101184,20892
555,YDL101C,76281,15461.5
556,YKL215C,191225.5,38163.5
557,YHR071C-A,15968.5,3576
558,YLR426W,52117,10201
559,YDR210C-C,65507.5,12484.5
560,YPR179C,97343,19742
561,YML008C,57003,11730
562,YJL197W,186496.5,37562
563,YNL108C,40221.5,8240
564,YJL001W,37876,6485
565,YJL120W,16133,3972.5
566,YML133W-B,24019.5,5317
567,YGR221C,92605.5,17557
568,YBR297W,69825.5,15056
569,YBR264C,29636,5947
570,YCL005W,38252.5,8111.5
571,YJL061W,106147,21908
572,YKL120W,48314.5,9920
573,YHR073W-A,8748.5,1877
574,YKR041W,37081.5,7180.5
575,YMR313C,95582.5,20304
576,YDR524C-A,6005,1619
577,YLR230W,15192,3151.5
578,YDL003W,84072.5,15755.5
579,YFL001W,65778.5,13763.5
580,YBR078W,80639,11823.5
581,YHR214W,30404,5675.5
582,YDR211W,105936.5,21516.5
583,YHR047C,127458.5,26686.5
584,YER171W,115785.5,23758
585,YLL015W,232246,49413
586,YOR198C,69744.5,13514.5
587,YBR069C,92322,19744.5
588,YBR166C,67351.5,14257
589,YOL155C,144287,24612.5
590,YDR379W,149813,28504
591,YKL182W,305352,62439
592,YDR130C,43232,8289
593,YFR017C,29029,5250
594,YKL038W,173880.5,32979
595,YOR320C,73181,16187.5
596,YGR164W,16651,3666
597,YNL116W,77720.5,14379.5
598,YNL081C,21339,4466
599,YHR058C,43880,8602
600,YGR109C,56645.5,12061.5
601,YOR081C,111558,23022.5
602,YPR168W,23432,4382
603,YJL114W,33682.5,6837
604,YER188W,35649,7507
605,YJL162C,86547,16965
606,YFL061W,33590,6745.5
607,YDR103W,136563,26831
608,YOR101W,45990,8583
609,YPR140W,56755,11981.5
610,YDR407C,191841,40494
611,YOR178C,118153,23191.5
612,YOR374W,77290,15557
613,YJR079W,51514.5,3730
614,YPR036W,71078.5,14768
615,YAL026C-A,21699,5011.5
616,YDR180W,222266,47239.5
617,YER079C-A,16889.5,3799.5
618,YAL044W-A,16461.5,3332.5
619,YLR227C,73481,16268.5
620,YLR362W,106590,21232.5
621,YDL071C,18671.5,3883.5
622,YBL032W,56668,10754
623,YER017C,113154,22516
624,YLR060W,88566,17993.5
625,YFR056C,18352.5,4075
626,YHL002W,67188.5,12728
627,YOR173W,52570,11196.5
628,YOR251C,45321.5,9438
629,YOR016C,30970,6622.5
630,YPR056W,50359.5,10170.5
631,YLR428C,17158.5,3811
632,YDR332W,102474,21281
633,YBR020W,78729.5,15899
634,YKR035W-A,30322.5,5632.5
635,YJL202C,17364,3768
636,YKL115C,19554.5,4549
637,YDR295C,100133.5,20036
638,YGL003C,84220.5,16372
639,YBR004C,64847,15691
640,YNL045W,100060,21297
641,YHL031C,33196,6454.5
642,YGR296C-B,24024.5,5319
643,YGR055W,85751.5,18845
644,YJL086C,18355.5,4153
645,YMR058W,94691.5,19703.5
646,YLR291C,56825,11276
647,YGL053W,35385,7571.5
648,YBR131W,104771.5,21852.5
649,YPR143W,37061.5,6767
650,YPL202C,61919.5,12471.5
651,YHL027W,92943,17285.5
652,YDR097C,184545.5,36952
653,YKL004W,60033,13621.5
654,YOR307C,67659,14924
655,YMR275C,145147.5,28773
656,YOR359W,77918,14477.5
657,YLL048C,247505,53189
658,YMR176W,209995,44545
659,YLR137W,54617,11140
660,YLR003C,43341,8801
661,YDR356W,139819.5,27083.5
662,YFR028C,81989,16415
663,YGR235C,34716,7193
664,YHR048W,76679.5,17183
665,YGL103W,47664.5,4597.5
666,YLR271W,40694.5,8008.5
667,YMR044W,70428,13954.5
668,YGL083W,119745.5,24989.5
669,YBR068C,90910,19840.5
670,YBR139W,75766.5,15997.5
671,YCL001W-A,22867,4903.5
672,YGR109W-A,43151.5,8798.5
673,YER189W,18262.5,3733
674,YNL131W,22736.5,4244
675,YLL010C,63509,11670
676,YEL034C-A,29926.5,6480
677,YPL253C,96172,19515
678,YER105C,207060,42740
679,YOR354C,103038.5,21512
680,YMR264W,30263,5731.5
681,YLR162W-A,9396.5,1928.5
682,YPR106W,66102,13671
683,YGL252C,87522.5,17519.5
684,YGR078C,29605,5888.5
685,YIR022W,24970,5409.5
686,YLR466W,205169.5,41268.5
687,YGL146C,46335,9497
688,YNR050C,66435.5,13540
689,YBR151W,47100.5,9485
690,YOR318C,32378.5,3091
691,YCL057C-A,14551,2926.5
692,YBR146W,41404.5,8562.5
693,YLR250W,34881.5,7107
694,YBL072C,29820.5,5807
695,YAL034C,61491,12316.5
696,YKR004C,61515,12579
697,YML084W,15402.5,3813.5
698,YNL098C,47846.5,8647
699,YJL207C,299948.5,64405.5
700,YDR224C,19607,3718.5
701,YOL050C,15979.5,3065
702,YNL129W,35806.5,7751.5
703,YDR160W,126927.5,27034
704,YDR044W,48878.5,9995
705,YLR191W,57429.5,11653
706,YDR396W,24943.5,5134
707,YOR050C,17257,3357.5
708,YLR112W,20873,4645
709,YIR007W,113692.5,23950.5
710,YBR109C,21997,4079
711,YOR215C,27554,5777
712,YMR303C,51873.5,10204.5
713,YLR369W,97662,19014.5
714,YER097W,16375,3658.5
715,YOL019W,82039,16061.5
716,YDL106C,83119,15686.5
717,YPR068C,70013.5,14782
718,YNR052C,64440,12783
719,YEL053W-A,17296,3806
720,YPL194W,90894.5,18097.5
721,YDR391C,34612.5,7168
722,YDR187C,25755.5,5294
723,YKL017C,101546,20588.5
724,YGR207C,38866,7579
725,YIL056W,95283.5,18645
726,YPL130W,33323,6640.5
727,YPL282C,24561.5,4915
728,YOL078W,174613.5,33705.5
729,YJL144W,15536.5,2790
730,YGL215W,67500.5,13971.5
731,YHR077C,167384.5,33232
732,YFR036W-A,32447.5,6994.5
733,YNL183C,117623.5,22261.5
734,YMR324C,12094.5,2611.5
735,YGR198W,121634,26181
736,YMR250W,87051,17648.5
737,YFL024C,123539.5,24081
738,YGL070C,18292.5,3600.5
739,YLL054C,125681,27173
740,YKL113C,56738.5,11424.5
741,YDR524C,71872.5,14676
742,YDR215C,20515,4006
743,YCL042W,17769,3500
744,YBR137W,26746,5557.5
745,YOR235W,15695.5,3813.5
746,YOR214C,35285.5,7182
747,YIR031C,82472.5,16942
748,YDL138W,113598,23142
749,YOL121C,40905.5,4091
750,YNL200C,36705.5,7591
751,YBR298C,91533.5,19542
752,YLR458W,19028.5,4328
753,YDR034C-D,263014,52947
754,YGR232W,34066.5,7051
755,YMR002W,23272.5,3867
756,YGR171C,85604,18245
757,YLR154C,16458.5,3267
758,YAL069W,15649.5,3283
759,YDR489W,43838.5,8887
760,YHR147C,31937.5,6416
761,YPL144W,22157.5,4468.5
762,YLR324W,77773,15937
763,YML096W,78220,16154.5
764,YML050W,46390,9759
765,YJL065C,24906,4538
766,YOL057W,105899,21987.5
767,YER132C,260633,50404.5
768,YOR381W,106023,23548.5
769,YOR154W,87286,17522.5
770,YKR044W,65909,13821
771,YDL128W,61440,13067.5
772,YPL256C,81150,16083
773,YMR239C,69977,14030.5
774,YFL011W,81502.5,17987
775,YIL095W,120486.5,23363
776,YHR125W,15200,3486
777,YDR335W,182177.5,39151.5
778,YDR482C,20065,3443
779,YHR174W,65099,12658
780,YHR158C,172814.5,33276
781,YPR004C,51319.5,10050.5
782,YML131W,54461,11456.5
783,YDR071C,28502,5838.5
784,YKL100W-A,4447,915.5
785,YNL277W,72308.5,14238.5
786,YPL070W,91063.5,18307.5
787,YJR138W,235502.5,49069
788,YGL055W,76053.5,16573.5
789,YOR353C,117562,22778
790,YNL046W,25703.5,5359.5
791,YKR008W,93031,19263.5
792,YMR203W,57775,11268.5
793,YDL030W,78801.5,16268
794,YJR052W,84045,16573
795,YKL133C,68898,14846
796,YAL023C,113090,25049
797,YHR191C,19858,3971
798,YPL278C,15012.5,2905.5
799,YDR283C,246710,50506
800,YDR417C,18467,4035
801,YNL169C,74516.5,15464
802,YOR254C,98727,20360.5
803,YPL206C,47921,10922.5
804,YPR016C,36612,6759
805,YCR028C-A,24387.5,4049.5
806,YCL069W,68437.5,15163
807,YPL008W,128072,26421.5
808,YKL167C,20482,4250.5
809,YDL041W,17633,3568.5
810,YDL226C,52342.5,9925.5
811,YJR161C,57207,13327.5
812,YOR187W,65102,12499.5
813,YJL157C,123405.5,25118.5
814,YOR156C,107910.5,21108
815,YLL033W,34329.5,7558
816,YML017W,106136,16644
817,YNR059W,86408.5,18832.5
818,YNL067W-A,7328.5,1749.5
819,YPR028W,33610,5972.5
820,YJL116C,50291,9424.5
821,YLR114C,113542.5,21859.5
822,YPR173C,64888,12554
823,YER002W,34285,6619.5
824,YDR209C,20592,4355
825,YAL046C,17625.5,3566
826,YOR107W,45991,8936.5
827,YGL029W,17811.5,3468
828,YDR031W,18089,3518
829,YCR021C,49642.5,10807
830,YLR141W,53854,10270
831,YFL041W,92652.5,19145
832,YJR134C,104810,19510.5
833,YCR092C,151415.5,31294.5
834,YPR116W,41308,8577
835,YBR286W,79970,16470.5
836,YBR280C,94749,18920.5
837,YHR099W,557018.5,118593
838,YGL182C,16086,3548.5
839,YJL096W,24041,4999.5
840,YLR013W,21065,4252.5
841,YBR079C,143201.5,27806
842,YCL020W,65180.5,12556.5
843,YPL026C,74745.5,15072.5
844,YEL050C,58481,11456.5
845,YMR119W,93150.5,20135
846,YOL097W-A,9233,2025
847,YPR093C,42842.5,8527.5
848,YKL225W,17301,3965.5
849,YGL201C,151164,28542.5
850,YBL005W-A,65521.5,12373
851,YIL162W,79328.5,16973.5
852,YGL066W,97449,17234.5
853,YLR217W,16100,3735.5
854,YPL108W,25018.5,5072
855,YMR147W,33251,6884.5
856,YGL227W,142441.5,27866.5
857,YPR121W,85200.5,17260.5
858,YGL020C,35086,7808.5
859,YOR309C,18773.5,4192
860,YMR204C,62506.5,12193
861,YLR062C,18762,3924
862,YNL225C,86309,17024.5
863,YOR262W,51716,10668
864,YNL103W,99731.5,18268.5
865,YOR117W,64586.5,12225
866,YHR101C,54300.5,10472
867,YJR083C,45918,8523.5
868,YIL164C,29671,6000
869,YHR076W,55701.5,10204.5
870,YLR151C,50639.5,10969.5
