3'-phosphoadenosine 5'-phosphosulfate transport (GO:0046963),2,2,1.3,+,1.54,3.74E-01
beta-glucan catabolic process (GO:0051275),3,3,1.95,+,1.54,3.10E-01
beta-glucan biosynthetic process (GO:0051274),8,8,5.21,+,1.54,1.56E-01
beta-glucan metabolic process (GO:0051273),11,11,7.16,+,1.54,1.10E-01
positive regulation of cellular component movement (GO:0051272),2,2,1.3,+,1.54,3.74E-01
regulation of cellular component movement (GO:0051270),4,4,2.6,+,1.54,2.65E-01
metaphase/anaphase transition of cell cycle (GO:0044784),2,2,1.3,+,1.54,3.74E-01
G1 DNA damage checkpoint (GO:0044783),1,1,0.65,+,1.54,4.78E-01
clathrin-dependent endocytosis (GO:0072583),4,4,2.6,+,1.54,2.65E-01
protein localization to ciliary transition zone (GO:1904491),1,1,0.65,+,1.54,4.78E-01
primary alcohol metabolic process (GO:0034308),2,2,1.3,+,1.54,3.74E-01
C-terminal protein lipidation (GO:0006501),1,1,0.65,+,1.54,4.78E-01
ketone body biosynthetic process (GO:0046951),1,1,0.65,+,1.54,4.78E-01
cellular ketone body metabolic process (GO:0046950),1,1,0.65,+,1.54,4.78E-01
negative regulation of reductive pentose-phosphate cycle (GO:0080153),1,1,0.65,+,1.54,4.78E-01
regulation of reductive pentose-phosphate cycle (GO:0080152),1,1,0.65,+,1.54,4.78E-01
reductive iron assimilation (GO:0033215),2,2,1.3,+,1.54,3.74E-01
meiotic spindle checkpoint (GO:0044779),1,1,0.65,+,1.54,4.78E-01
meiotic DNA integrity checkpoint (GO:0044778),1,1,0.65,+,1.54,4.78E-01
iron import into cell (GO:0033212),2,2,1.3,+,1.54,3.74E-01
negative regulation of proteolysis (GO:0045861),3,3,1.95,+,1.54,3.10E-01
folic acid transport (GO:0015884),1,1,0.65,+,1.54,4.78E-01
FAD transport (GO:0015883),1,1,0.65,+,1.54,4.78E-01
post-translational protein modification (GO:0043687),2,2,1.3,+,1.54,3.74E-01
cellular response to blue light (GO:0071483),3,3,1.95,+,1.54,3.10E-01
cellular response to light stimulus (GO:0071482),4,4,2.6,+,1.54,2.65E-01
cellular response to X-ray (GO:0071481),2,2,1.3,+,1.54,3.74E-01
cellular response to gamma radiation (GO:0071480),2,2,1.3,+,1.54,3.74E-01
acetyl-CoA transport (GO:0015876),1,1,0.65,+,1.54,4.78E-01
cellular response to ionizing radiation (GO:0071479),3,3,1.95,+,1.54,3.10E-01
wobble position uridine ribose methylation (GO:0002132),1,1,0.65,+,1.54,4.78E-01
wobble position cytosine ribose methylation (GO:0002131),1,1,0.65,+,1.54,4.78E-01
wobble position ribose methylation (GO:0002130),1,1,0.65,+,1.54,4.78E-01
pre-replicative complex assembly involved in cell cycle DNA replication (GO:1902299),6,6,3.9,+,1.54,2.00E-01
cell cycle DNA replication maintenance of fidelity (GO:1902298),1,1,0.65,+,1.54,4.78E-01
phytochelatin biosynthetic process (GO:0046938),1,1,0.65,+,1.54,4.78E-01
phytochelatin metabolic process (GO:0046937),1,1,0.65,+,1.54,4.78E-01
DNA strand elongation involved in cell cycle DNA replication (GO:1902296),1,1,0.65,+,1.54,4.78E-01
cell cycle DNA replication termination (GO:1902294),2,2,1.3,+,1.54,3.74E-01
cell cycle DNA replication initiation (GO:1902292),4,4,2.6,+,1.54,2.65E-01
positive regulation of mitotic metaphase/anaphase transition (GO:0045842),4,4,2.6,+,1.54,2.65E-01
negative regulation of mitotic metaphase/anaphase transition (GO:0045841),6,6,3.9,+,1.54,2.00E-01
positive regulation of mitotic nuclear division (GO:0045840),4,4,2.6,+,1.54,2.65E-01
regulation of double-strand break repair (GO:2000779),2,2,1.3,+,1.54,3.74E-01
regulation of response to external stimulus (GO:0032101),1,1,0.65,+,1.54,4.78E-01
negative regulation of mitotic nuclear division (GO:0045839),6,6,3.9,+,1.54,2.00E-01
cellular heat acclimation (GO:0070370),1,1,0.65,+,1.54,4.78E-01
positive regulation of lipid metabolic process (GO:0045834),1,1,0.65,+,1.54,4.78E-01
"protein localization to chromosome, centromeric region (GO:0071459)",2,2,1.3,+,1.54,3.74E-01
spindle assembly (GO:0051225),13,13,8.46,+,1.54,8.83E-02
DNA demethylation (GO:0080111),2,2,1.3,+,1.54,3.74E-01
polyamine transport (GO:0015846),1,1,0.65,+,1.54,4.78E-01
positive regulation of peptidyl-lysine acetylation (GO:2000758),3,3,1.95,+,1.54,3.10E-01
negative regulation of peptidyl-lysine acetylation (GO:2000757),2,2,1.3,+,1.54,3.74E-01
regulation of peptidyl-lysine acetylation (GO:2000756),3,3,1.95,+,1.54,3.10E-01
tRNA wobble adenosine to inosine editing (GO:0002100),3,3,1.95,+,1.54,3.10E-01
L-ornithine transmembrane transport (GO:1903352),2,2,1.3,+,1.54,3.74E-01
tetrahydrofolylpolyglutamate biosynthetic process (GO:0046901),2,2,1.3,+,1.54,3.74E-01
tetrahydrofolylpolyglutamate metabolic process (GO:0046900),4,4,2.6,+,1.54,2.65E-01
protein folding in endoplasmic reticulum (GO:0034975),1,1,0.65,+,1.54,4.78E-01
protein desumoylation (GO:0016926),3,3,1.95,+,1.54,3.10E-01
detoxification of inorganic compound (GO:0061687),1,1,0.65,+,1.54,4.78E-01
pyridine-containing compound catabolic process (GO:0072526),2,2,1.3,+,1.54,3.74E-01
polyadenylation-dependent ncRNA catabolic process (GO:0043634),6,6,3.9,+,1.54,2.00E-01
polyadenylation-dependent RNA catabolic process (GO:0043633),6,6,3.9,+,1.54,2.00E-01
ribosome disassembly (GO:0032790),2,2,1.3,+,1.54,3.74E-01
negative regulation of t-circle formation (GO:1904430),1,1,0.65,+,1.54,4.78E-01
tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431),2,2,1.3,+,1.54,3.74E-01
histone arginine methylation (GO:0034969),1,1,0.65,+,1.54,4.78E-01
pyrimidine ribonucleoside diphosphate biosynthetic process (GO:0009194),2,2,1.3,+,1.54,3.74E-01
box H/ACA snoRNA processing (GO:0034964),2,2,1.3,+,1.54,3.74E-01
pyrimidine ribonucleoside diphosphate metabolic process (GO:0009193),2,2,1.3,+,1.54,3.74E-01
box C/D snoRNA processing (GO:0034963),1,1,0.65,+,1.54,4.78E-01
phytochromobilin metabolic process (GO:0051202),1,1,0.65,+,1.54,4.78E-01
non-motile cilium assembly (GO:1905515),10,10,6.51,+,1.54,1.23E-01
regulation of t-circle formation (GO:1904429),1,1,0.65,+,1.54,4.78E-01
ornithine transport (GO:0015822),2,2,1.3,+,1.54,3.74E-01
regulation of chlorophyll biosynthetic process (GO:0010380),1,1,0.65,+,1.54,4.78E-01
negative regulation of ATPase activity (GO:0032780),1,1,0.65,+,1.54,4.78E-01
ribonucleoside diphosphate biosynthetic process (GO:0009188),2,2,1.3,+,1.54,3.74E-01
protein localization to microtubule organizing center (GO:1905508),1,1,0.65,+,1.54,4.78E-01
tRNA 5'-end processing (GO:0099116),4,4,2.6,+,1.54,2.65E-01
glycine transport (GO:0015816),1,1,0.65,+,1.54,4.78E-01
microtubule-based transport (GO:0099111),15,15,9.76,+,1.54,7.14E-02
negative regulation of ceramide biosynthetic process (GO:1900060),1,1,0.65,+,1.54,4.78E-01
pyrimidine deoxyribonucleoside monophosphate biosynthetic process (GO:0009177),2,2,1.3,+,1.54,3.74E-01
pyrimidine deoxyribonucleoside monophosphate metabolic process (GO:0009176),2,2,1.3,+,1.54,3.74E-01
pyrimidine ribonucleoside monophosphate biosynthetic process (GO:0009174),5,5,3.25,+,1.54,2.29E-01
pyrimidine ribonucleoside monophosphate metabolic process (GO:0009173),5,5,3.25,+,1.54,2.29E-01
L-amino acid transport (GO:0015807),3,3,1.95,+,1.54,3.10E-01
neutral amino acid transport (GO:0015804),1,1,0.65,+,1.54,4.78E-01
cellular amide catabolic process (GO:0043605),1,1,0.65,+,1.54,4.78E-01
cellular response to aldehyde (GO:0110096),3,3,1.95,+,1.54,3.10E-01
ketone body metabolic process (GO:1902224),1,1,0.65,+,1.54,4.78E-01
cellular detoxification of aldehyde (GO:0110095),3,3,1.95,+,1.54,3.10E-01
erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process (GO:1902222),1,1,0.65,+,1.54,4.78E-01
deoxyribonucleoside monophosphate metabolic process (GO:0009162),4,4,2.6,+,1.54,2.65E-01
CENP-A containing chromatin organization (GO:0061641),1,1,0.65,+,1.54,4.78E-01
cytoskeleton-dependent cytokinesis (GO:0061640),3,3,1.95,+,1.54,3.10E-01
deoxyribonucleoside monophosphate biosynthetic process (GO:0009157),4,4,2.6,+,1.54,2.65E-01
tRNA 5'-leader removal (GO:0001682),3,3,1.95,+,1.54,3.10E-01
vesicle tethering involved in exocytosis (GO:0090522),1,1,0.65,+,1.54,4.78E-01
cellular glucose homeostasis (GO:0001678),1,1,0.65,+,1.54,4.78E-01
pyrimidine nucleoside triphosphate catabolic process (GO:0009149),1,1,0.65,+,1.54,4.78E-01
mitochondrial fusion (GO:0008053),1,1,0.65,+,1.54,4.78E-01
response to gamma radiation (GO:0010332),3,3,1.95,+,1.54,3.10E-01
nucleoside diphosphate catabolic process (GO:0009134),4,4,2.6,+,1.54,2.65E-01
regulation of immune response (GO:0050776),1,1,0.65,+,1.54,4.78E-01
metabolite repair (GO:0110051),1,1,0.65,+,1.54,4.78E-01
deoxyribonucleoside metabolic process (GO:0009120),1,1,0.65,+,1.54,4.78E-01
error-free translesion synthesis (GO:0070987),1,1,0.65,+,1.54,4.78E-01
replication fork protection (GO:0048478),6,6,3.9,+,1.54,2.00E-01
PSII associated light-harvesting complex II catabolic process (GO:0010304),1,1,0.65,+,1.54,4.78E-01
formaldehyde catabolic process (GO:0046294),3,3,1.95,+,1.54,3.10E-01
formaldehyde metabolic process (GO:0046292),3,3,1.95,+,1.54,3.10E-01
protein K11-linked ubiquitination (GO:0070979),5,5,3.25,+,1.54,2.29E-01
lipoate biosynthetic process (GO:0009107),2,2,1.3,+,1.54,3.74E-01
lipoate metabolic process (GO:0009106),2,2,1.3,+,1.54,3.74E-01
regulation of translational initiation by eIF2 alpha phosphorylation (GO:0010998),2,2,1.3,+,1.54,3.74E-01
regulation of vacuole organization (GO:0044088),1,1,0.65,+,1.54,4.78E-01
specification of symmetry (GO:0009799),1,1,0.65,+,1.54,4.78E-01
arginine catabolic process to glutamate (GO:0019544),1,1,0.65,+,1.54,4.78E-01
blue light signaling pathway (GO:0009785),3,3,1.95,+,1.54,3.10E-01
regulation of anion transport (GO:0044070),1,1,0.65,+,1.54,4.78E-01
negative regulation of G2/M transition of mitotic cell cycle (GO:0010972),8,8,5.21,+,1.54,1.56E-01
terpene biosynthetic process (GO:0046246),2,2,1.3,+,1.54,3.74E-01
regulation of production of small RNA involved in gene silencing by RNA (GO:0070920),1,1,0.65,+,1.54,4.78E-01
regulation of mitotic sister chromatid separation (GO:0010965),11,11,7.16,+,1.54,1.10E-01
D-gluconate metabolic process (GO:0019521),2,2,1.3,+,1.54,3.74E-01
regulation of glucan biosynthetic process (GO:0010962),1,1,0.65,+,1.54,4.78E-01
aldonic acid metabolic process (GO:0019520),2,2,1.3,+,1.54,3.74E-01
UV-damage excision repair (GO:0070914),1,1,0.65,+,1.54,4.78E-01
"photosynthesis, light harvesting (GO:0009765)",20,20,13.01,+,1.54,4.29E-02
"regulation of defense response to fungus, incompatible interaction (GO:2000072)",1,1,0.65,+,1.54,4.78E-01
negative regulation of endopeptidase activity (GO:0010951),3,3,1.95,+,1.54,3.10E-01
regulation of macroautophagy (GO:0016241),1,1,0.65,+,1.54,4.78E-01
dolichyl diphosphate biosynthetic process (GO:0006489),1,1,0.65,+,1.54,4.78E-01
C-terminal protein amino acid modification (GO:0018410),1,1,0.65,+,1.54,4.78E-01
protein localization to microtubule (GO:0035372),1,1,0.65,+,1.54,4.78E-01
stress response to metal ion (GO:0097501),1,1,0.65,+,1.54,4.78E-01
N-terminal protein amino acid methylation (GO:0006480),1,1,0.65,+,1.54,4.78E-01
pyrimidine-containing compound salvage (GO:0008655),2,2,1.3,+,1.54,3.74E-01
cap mRNA methylation (GO:0036451),1,1,0.65,+,1.54,4.78E-01
protein ADP-ribosylation (GO:0006471),2,2,1.3,+,1.54,3.74E-01
cytokinin-activated signaling pathway (GO:0009736),1,1,0.65,+,1.54,4.78E-01
response to cytokinin (GO:0009735),1,1,0.65,+,1.54,4.78E-01
hexose transmembrane transport (GO:0008645),2,2,1.3,+,1.54,3.74E-01
calcium import into the mitochondrion (GO:0036444),2,2,1.3,+,1.54,3.74E-01
negative regulation of protein kinase activity (GO:0006469),5,5,3.25,+,1.54,2.29E-01
FAD transmembrane transport (GO:0035350),1,1,0.65,+,1.54,4.78E-01
positive regulation of isomerase activity (GO:0010912),1,1,0.65,+,1.54,4.78E-01
regulation of isomerase activity (GO:0010911),1,1,0.65,+,1.54,4.78E-01
regulation of translational termination (GO:0006449),2,2,1.3,+,1.54,3.74E-01
snoRNA splicing (GO:0034247),1,1,0.65,+,1.54,4.78E-01
peptidyl-lysine modification to peptidyl-hypusine (GO:0008612),2,2,1.3,+,1.54,3.74E-01
protein depalmitoylation (GO:0002084),1,1,0.65,+,1.54,4.78E-01
seryl-tRNA aminoacylation (GO:0006434),1,1,0.65,+,1.54,4.78E-01
positive regulation of translational initiation in response to stress (GO:0032058),2,2,1.3,+,1.54,3.74E-01
positive regulation of translation in response to stress (GO:0032056),2,2,1.3,+,1.54,3.74E-01
attachment of spindle microtubules to kinetochore (GO:0008608),5,5,3.25,+,1.54,2.29E-01
ciliary basal body organization (GO:0032053),1,1,0.65,+,1.54,4.78E-01
regulation of DNA damage checkpoint (GO:2000001),1,1,0.65,+,1.54,4.78E-01
glutaminyl-tRNA aminoacylation (GO:0006425),1,1,0.65,+,1.54,4.78E-01
glutamyl-tRNA aminoacylation (GO:0006424),1,1,0.65,+,1.54,4.78E-01
cysteinyl-tRNA aminoacylation (GO:0006423),1,1,0.65,+,1.54,4.78E-01
aspartyl-tRNA aminoacylation (GO:0006422),1,1,0.65,+,1.54,4.78E-01
asparaginyl-tRNA aminoacylation (GO:0006421),1,1,0.65,+,1.54,4.78E-01
vitamin transport (GO:0051180),1,1,0.65,+,1.54,4.78E-01
carbohydrate transmembrane transport (GO:0034219),4,4,2.6,+,1.54,2.65E-01
quinolinate catabolic process (GO:0034213),1,1,0.65,+,1.54,4.78E-01
positive regulation of small molecule metabolic process (GO:0062013),1,1,0.65,+,1.54,4.78E-01
tRNA export from nucleus (GO:0006409),2,2,1.3,+,1.54,3.74E-01
regulation of adenylate cyclase activity (GO:0045761),1,1,0.65,+,1.54,4.78E-01
UDP-glucose transmembrane transport (GO:0015786),2,2,1.3,+,1.54,3.74E-01
GDP-fucose transmembrane transport (GO:0015783),1,1,0.65,+,1.54,4.78E-01
negative regulation of DNA duplex unwinding (GO:1905463),1,1,0.65,+,1.54,4.78E-01
regulation of DNA duplex unwinding (GO:1905462),1,1,0.65,+,1.54,4.78E-01
regulation of ARF protein signal transduction (GO:0032012),2,2,1.3,+,1.54,3.74E-01
plastid fission (GO:0043572),3,3,1.95,+,1.54,3.10E-01
regulation of RNA export from nucleus (GO:0046831),1,1,0.65,+,1.54,4.78E-01
positive regulation of TOR signaling (GO:0032008),2,2,1.3,+,1.54,3.74E-01
regulation of TOR signaling (GO:0032006),3,3,1.95,+,1.54,3.10E-01
cellular response to cytokinin stimulus (GO:0071368),1,1,0.65,+,1.54,4.78E-01
positive regulation of DNA repair (GO:0045739),4,4,2.6,+,1.54,2.65E-01
regulation of autophagosome maturation (GO:1901096),1,1,0.65,+,1.54,4.78E-01
regulation of translational initiation in response to stress (GO:0043558),4,4,2.6,+,1.54,2.65E-01
regulation of translation in response to stress (GO:0043555),4,4,2.6,+,1.54,2.65E-01
regulation of phosphatidylinositol 3-kinase activity (GO:0043551),1,1,0.65,+,1.54,4.78E-01
regulation of lipid kinase activity (GO:0043550),1,1,0.65,+,1.54,4.78E-01
peptidyl-threonine dephosphorylation (GO:0035970),1,1,0.65,+,1.54,4.78E-01
monosaccharide transmembrane transport (GO:0015749),2,2,1.3,+,1.54,3.74E-01
trehalose biosynthetic process (GO:0005992),1,1,0.65,+,1.54,4.78E-01
pyrimidine nucleotide-sugar transmembrane transport (GO:0090481),2,2,1.3,+,1.54,3.74E-01
fumarate transport (GO:0015741),1,1,0.65,+,1.54,4.78E-01
exon-exon junction complex disassembly (GO:1903259),1,1,0.65,+,1.54,4.78E-01
ribonucleoside catabolic process (GO:0042454),2,2,1.3,+,1.54,3.74E-01
COPI-coated vesicle budding (GO:0035964),1,1,0.65,+,1.54,4.78E-01
sucrose biosynthetic process (GO:0005986),3,3,1.95,+,1.54,3.10E-01
starch catabolic process (GO:0005983),2,2,1.3,+,1.54,3.74E-01
glycogen catabolic process (GO:0005980),2,2,1.3,+,1.54,3.74E-01
hormone biosynthetic process (GO:0042446),5,5,3.25,+,1.54,2.29E-01
leucine biosynthetic process (GO:0009098),2,2,1.3,+,1.54,3.74E-01
homoserine biosynthetic process (GO:0009090),1,1,0.65,+,1.54,4.78E-01
heat acclimation (GO:0010286),1,1,0.65,+,1.54,4.78E-01
vesicle tethering (GO:0099022),1,1,0.65,+,1.54,4.78E-01
positive regulation of gene silencing by miRNA (GO:2000637),1,1,0.65,+,1.54,4.78E-01
positive regulation of primary miRNA processing (GO:2000636),1,1,0.65,+,1.54,4.78E-01
actin filament bundle organization (GO:0061572),2,2,1.3,+,1.54,3.74E-01
regulation of primary miRNA processing (GO:2000634),1,1,0.65,+,1.54,4.78E-01
positive regulation of miRNA metabolic process (GO:2000630),1,1,0.65,+,1.54,4.78E-01
wybutosine biosynthetic process (GO:0031591),1,1,0.65,+,1.54,4.78E-01
wybutosine metabolic process (GO:0031590),1,1,0.65,+,1.54,4.78E-01
detoxification of copper ion (GO:0010273),1,1,0.65,+,1.54,4.78E-01
chromosome localization (GO:0050000),4,4,2.6,+,1.54,2.65E-01
regulation of miRNA metabolic process (GO:2000628),1,1,0.65,+,1.54,4.78E-01
fatty acid elongation (GO:0030497),2,2,1.3,+,1.54,3.74E-01
chromate transport (GO:0015703),1,1,0.65,+,1.54,4.78E-01
arsenite transport (GO:0015700),1,1,0.65,+,1.54,4.78E-01
spindle checkpoint (GO:0031577),6,6,3.9,+,1.54,2.00E-01
intra-S DNA damage checkpoint (GO:0031573),4,4,2.6,+,1.54,2.65E-01
G2 DNA damage checkpoint (GO:0031572),3,3,1.95,+,1.54,3.10E-01
mitotic G1 DNA damage checkpoint (GO:0031571),1,1,0.65,+,1.54,4.78E-01
regulation of immune system process (GO:0002682),1,1,0.65,+,1.54,4.78E-01
protein localization to nuclear envelope (GO:0090435),2,2,1.3,+,1.54,3.74E-01
protein homotrimerization (GO:0070207),1,1,0.65,+,1.54,4.78E-01
protein trimerization (GO:0070206),1,1,0.65,+,1.54,4.78E-01
positive regulation of organelle assembly (GO:1902117),1,1,0.65,+,1.54,4.78E-01
box H/ACA snoRNA 3'-end processing (GO:0000495),2,2,1.3,+,1.54,3.74E-01
box C/D snoRNA 3'-end processing (GO:0000494),1,1,0.65,+,1.54,4.78E-01
box H/ACA snoRNP assembly (GO:0000493),1,1,0.65,+,1.54,4.78E-01
box C/D snoRNP assembly (GO:0000492),4,4,2.6,+,1.54,2.65E-01
positive regulation of nuclear division (GO:0051785),4,4,2.6,+,1.54,2.65E-01
small nucleolar ribonucleoprotein complex assembly (GO:0000491),5,5,3.25,+,1.54,2.29E-01
negative regulation of cell division (GO:0051782),1,1,0.65,+,1.54,4.78E-01
positive regulation of cell division (GO:0051781),2,2,1.3,+,1.54,3.74E-01
negative regulation of metaphase/anaphase transition of meiotic cell cycle (GO:1902103),1,1,0.65,+,1.54,4.78E-01
regulation of metaphase/anaphase transition of meiotic cell cycle (GO:1902102),1,1,0.65,+,1.54,4.78E-01
positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101),4,4,2.6,+,1.54,2.65E-01
negative regulation of metaphase/anaphase transition of cell cycle (GO:1902100),6,6,3.9,+,1.54,2.00E-01
1-deoxy-D-xylulose 5-phosphate biosynthetic process (GO:0052865),1,1,0.65,+,1.54,4.78E-01
1-deoxy-D-xylulose 5-phosphate metabolic process (GO:0052863),1,1,0.65,+,1.54,4.78E-01
response to redox state (GO:0051775),1,1,0.65,+,1.54,4.78E-01
"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000480)",3,3,1.95,+,1.54,3.10E-01
plastoquinone biosynthetic process (GO:0010236),1,1,0.65,+,1.54,4.78E-01
mitochondrial L-ornithine transmembrane transport (GO:1990575),2,2,1.3,+,1.54,3.74E-01
ubiquinone-6 biosynthetic process (GO:1901006),2,2,1.3,+,1.54,3.74E-01
ubiquinone-6 metabolic process (GO:1901004),2,2,1.3,+,1.54,3.74E-01
"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000472)",3,3,1.95,+,1.54,3.10E-01
response to UV-B (GO:0010224),1,1,0.65,+,1.54,4.78E-01
protein localization to cilium (GO:0061512),5,5,3.25,+,1.54,2.29E-01
centriole elongation (GO:0061511),4,4,2.6,+,1.54,2.65E-01
protein localization to spindle pole body (GO:0071988),1,1,0.65,+,1.54,4.78E-01
glycine import into mitochondrion (GO:1904983),1,1,0.65,+,1.54,4.78E-01
RNA polymerase III preinitiation complex assembly (GO:0070898),1,1,0.65,+,1.54,4.78E-01
"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000461)",1,1,0.65,+,1.54,4.78E-01
"meiotic sister chromatid cohesion, centromeric (GO:0051754)",1,1,0.65,+,1.54,4.78E-01
maintenance of DNA methylation (GO:0010216),1,1,0.65,+,1.54,4.78E-01
response to ionizing radiation (GO:0010212),6,6,3.9,+,1.54,2.00E-01
cyclic threonylcarbamoyladenosine biosynthetic process (GO:0061504),2,2,1.3,+,1.54,3.74E-01
arginine catabolic process to proline (GO:0019493),1,1,0.65,+,1.54,4.78E-01
snoRNA guided rRNA pseudouridine synthesis (GO:0000454),3,3,1.95,+,1.54,3.10E-01
enzyme-directed rRNA 2'-O-methylation (GO:0000453),1,1,0.65,+,1.54,4.78E-01
rRNA 2'-O-methylation (GO:0000451),1,1,0.65,+,1.54,4.78E-01
photosystem II repair (GO:0010206),1,1,0.65,+,1.54,4.78E-01
beta-alanine biosynthetic process (GO:0019483),1,1,0.65,+,1.54,4.78E-01
beta-alanine metabolic process (GO:0019482),1,1,0.65,+,1.54,4.78E-01
cilium or flagellum-dependent cell motility (GO:0001539),13,13,8.46,+,1.54,8.83E-02
"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)",6,6,3.9,+,1.54,2.00E-01
heterochromatin assembly (GO:0031507),1,1,0.65,+,1.54,4.78E-01
aldehyde catabolic process (GO:0046185),4,4,2.6,+,1.54,2.65E-01
positive regulation of oxidative phosphorylation (GO:1903862),1,1,0.65,+,1.54,4.78E-01
