negative regulation of TRAIL-activated apoptotic signaling pathway (GO:1903122),1,1,0.1,+,9.84,9.67E-02
protein localization to actin cytoskeleton (GO:1903119),1,1,0.1,+,9.84,9.67E-02
regulation of progesterone secretion (GO:2000870),1,1,0.1,+,9.84,9.67E-02
positive regulation of DNA strand elongation (GO:0060383),1,1,0.1,+,9.84,9.67E-02
positive regulation of mast cell differentiation (GO:0060376),1,1,0.1,+,9.84,9.67E-02
negative regulation of metanephric glomerular mesangial cell proliferation (GO:0072302),1,1,0.1,+,9.84,9.67E-02
1-aminocyclopropane-1-carboxylate metabolic process (GO:0018871),1,1,0.1,+,9.84,9.67E-02
negative regulation of lipid transporter activity (GO:0110114),1,1,0.1,+,9.84,9.67E-02
positive regulation of lipid transporter activity (GO:0110113),1,1,0.1,+,9.84,9.67E-02
polarity specification of proximal/distal axis (GO:0010085),2,2,0.2,+,9.84,1.81E-02
malonyl-CoA catabolic process (GO:2001294),1,1,0.1,+,9.84,9.67E-02
negative regulation of death-inducing signaling complex assembly (GO:1903073),1,1,0.1,+,9.84,9.67E-02
regulation of death-inducing signaling complex assembly (GO:1903072),1,1,0.1,+,9.84,9.67E-02
neural crest cell migration involved in sympathetic nervous system development (GO:1903045),1,1,0.1,+,9.84,9.67E-02
positive regulation of chondrocyte hypertrophy (GO:1903043),1,1,0.1,+,9.84,9.67E-02
regulation of chondrocyte hypertrophy (GO:1903041),1,1,0.1,+,9.84,9.67E-02
subthalamus development (GO:0021539),1,1,0.1,+,9.84,9.67E-02
mesenchymal to epithelial transition involved in metanephric renal vesicle formation (GO:0072285),1,1,0.1,+,9.84,9.67E-02
positive regulation of glucosylceramide catabolic process (GO:2000753),1,1,0.1,+,9.84,9.67E-02
regulation of glucosylceramide catabolic process (GO:2000752),1,1,0.1,+,9.84,9.67E-02
negative regulation of cell growth involved in contact inhibition (GO:0060243),1,1,0.1,+,9.84,9.67E-02
positive regulation of mesenchymal cell proliferation involved in ureter development (GO:2000729),2,2,0.2,+,9.84,1.81E-02
vesicle-mediated intercellular transport (GO:0110077),1,1,0.1,+,9.84,9.67E-02
hepatic immune response (GO:0002384),2,2,0.2,+,9.84,1.81E-02
nuclear inner membrane organization (GO:0071765),1,1,0.1,+,9.84,9.67E-02
nicotinamide riboside catabolic process (GO:0006738),1,1,0.1,+,9.84,9.67E-02
B cell cytokine production (GO:0002368),1,1,0.1,+,9.84,9.67E-02
estrogen catabolic process (GO:0006711),1,1,0.1,+,9.84,9.67E-02
regulation of histone H2B conserved C-terminal lysine ubiquitination (GO:2001173),1,1,0.1,+,9.84,9.67E-02
regulation of MAPK export from nucleus (GO:0071701),1,1,0.1,+,9.84,9.67E-02
negative regulation of sperm capacitation (GO:1902491),1,1,0.1,+,9.84,9.67E-02
regulation of sperm capacitation (GO:1902490),2,2,0.2,+,9.84,1.81E-02
negative regulation of histone H3-K9 acetylation (GO:2000616),1,1,0.1,+,9.84,9.67E-02
phytosphingosine metabolic process (GO:0006671),1,1,0.1,+,9.84,9.67E-02
mastication (GO:0071626),1,1,0.1,+,9.84,9.67E-02
phytosphingosine biosynthetic process (GO:0071602),1,1,0.1,+,9.84,9.67E-02
positive regulation of cellular glucuronidation (GO:2001031),1,1,0.1,+,9.84,9.67E-02
regulation of cellular glucuronidation (GO:2001029),1,1,0.1,+,9.84,9.67E-02
neutrophil apoptotic process (GO:0001781),1,1,0.1,+,9.84,9.67E-02
female meiosis sister chromatid cohesion (GO:0007066),1,1,0.1,+,9.84,9.67E-02
regulation of mitotic spindle elongation (GO:0032888),1,1,0.1,+,9.84,9.67E-02
regulation of spindle elongation (GO:0032887),1,1,0.1,+,9.84,9.67E-02
mesenchymal to epithelial transition involved in renal vesicle formation (GO:0072036),1,1,0.1,+,9.84,9.67E-02
negative regulation of dendritic cell dendrite assembly (GO:2000548),1,1,0.1,+,9.84,9.67E-02
epidermal growth factor receptor signaling pathway via I-kappaB kinase/NF-kappaB cascade (GO:0038168),1,1,0.1,+,9.84,9.67E-02
epidermal growth factor receptor signaling pathway via positive regulation of NF-kappaB transcription factor activity (GO:0038167),1,1,0.1,+,9.84,9.67E-02
positive regulation of myeloid dendritic cell chemotaxis (GO:2000529),1,1,0.1,+,9.84,9.67E-02
regulation of myeloid dendritic cell chemotaxis (GO:2000527),1,1,0.1,+,9.84,9.67E-02
positive regulation of glycoprotein biosynthetic process involved in immunological synapse formation (GO:2000526),1,1,0.1,+,9.84,9.67E-02
positive regulation of immunological synapse formation (GO:2000522),1,1,0.1,+,9.84,9.67E-02
positive regulation of protein localization to spindle pole body (GO:1902365),1,1,0.1,+,9.84,9.67E-02
regulation of protein localization to spindle pole body (GO:1902363),1,1,0.1,+,9.84,9.67E-02
negative regulation of T-helper 1 cell activation (GO:2000518),1,1,0.1,+,9.84,9.67E-02
regulation of T-helper 1 cell activation (GO:2000517),1,1,0.1,+,9.84,9.67E-02
positive regulation of granzyme A production (GO:2000513),1,1,0.1,+,9.84,9.67E-02
regulation of granzyme A production (GO:2000511),1,1,0.1,+,9.84,9.67E-02
ornithine catabolic process (GO:0006593),1,1,0.1,+,9.84,9.67E-02
negative regulation of chromosome condensation (GO:1902340),1,1,0.1,+,9.84,9.67E-02
chemokine (C-C motif) ligand 19 signaling pathway (GO:0038115),1,1,0.1,+,9.84,9.67E-02
tRNA re-export from nucleus (GO:0071528),1,1,0.1,+,9.84,9.67E-02
positive regulation of deadenylation-independent decapping of nuclear-transcribed mRNA (GO:1901835),1,1,0.1,+,9.84,9.67E-02
regulation of deadenylation-independent decapping of nuclear-transcribed mRNA (GO:1901834),1,1,0.1,+,9.84,9.67E-02
negative regulation of CD4 production (GO:0045225),1,1,0.1,+,9.84,9.67E-02
regulation of CD4 production (GO:0045223),1,1,0.1,+,9.84,9.67E-02
subtelomeric heterochromatin organization (GO:0140461),1,1,0.1,+,9.84,9.67E-02
negative regulation of erythrocyte apoptotic process (GO:1902251),1,1,0.1,+,9.84,9.67E-02
regulation of erythrocyte apoptotic process (GO:1902250),1,1,0.1,+,9.84,9.67E-02
negative regulation of T cell extravasation (GO:2000408),1,1,0.1,+,9.84,9.67E-02
negative regulation of positive thymic T cell selection (GO:1902233),1,1,0.1,+,9.84,9.67E-02
negative regulation of macrophage colony-stimulating factor signaling pathway (GO:1902227),2,2,0.2,+,9.84,1.81E-02
negative regulation of acrosome reaction (GO:1902225),1,1,0.1,+,9.84,9.67E-02
endocrine signaling (GO:0038002),1,1,0.1,+,9.84,9.67E-02
peptidyl-glutamic acid poly-ADP-ribosylation (GO:0018424),1,1,0.1,+,9.84,9.67E-02
negative regulation of interleukin-4-mediated signaling pathway (GO:1902215),1,1,0.1,+,9.84,9.67E-02
positive regulation of prolactin signaling pathway (GO:1902213),1,1,0.1,+,9.84,9.67E-02
regulation of prolactin signaling pathway (GO:1902211),1,1,0.1,+,9.84,9.67E-02
cellular hypotonic salinity response (GO:0071477),2,2,0.2,+,9.84,1.81E-02
negative regulation of interleukin-2-mediated signaling pathway (GO:1902206),1,1,0.1,+,9.84,9.67E-02
regulation of interleukin-2-mediated signaling pathway (GO:1902205),1,1,0.1,+,9.84,9.67E-02
"general adaptation syndrome, behavioral process (GO:0051867)",1,1,0.1,+,9.84,9.67E-02
primary miRNA methylation (GO:1990744),1,1,0.1,+,9.84,9.67E-02
primary miRNA modification (GO:1990729),1,1,0.1,+,9.84,9.67E-02
cholangiocyte proliferation (GO:1990705),1,1,0.1,+,9.84,9.67E-02
detection of chemical stimulus involved in sensory perception of sour taste (GO:0001581),2,2,0.2,+,9.84,1.81E-02
positive regulation of mesoderm development (GO:2000382),1,1,0.1,+,9.84,9.67E-02
positive regulation of kidney smooth muscle cell differentiation (GO:2000358),1,1,0.1,+,9.84,9.67E-02
negative regulation of kidney smooth muscle cell differentiation (GO:2000357),1,1,0.1,+,9.84,9.67E-02
regulation of kidney smooth muscle cell differentiation (GO:2000356),1,1,0.1,+,9.84,9.67E-02
negative regulation of nuclear receptor transcription coactivator activity (GO:2000326),1,1,0.1,+,9.84,9.67E-02
termination of RNA polymerase III transcription (GO:0006386),1,1,0.1,+,9.84,9.67E-02
enzyme active site formation via L-cysteine sulfinic acid (GO:0018323),1,1,0.1,+,9.84,9.67E-02
cellular response to interleukin-11 (GO:0071348),1,1,0.1,+,9.84,9.67E-02
diphosphate metabolic process (GO:0071344),2,2,0.2,+,9.84,1.81E-02
positive regulation of hair follicle cell proliferation (GO:0071338),1,1,0.1,+,9.84,9.67E-02
regulation of hair follicle cell proliferation (GO:0071336),1,1,0.1,+,9.84,9.67E-02
dibasic protein processing (GO:0090472),1,1,0.1,+,9.84,9.67E-02
endocytic iron import into cell (GO:0140298),1,1,0.1,+,9.84,9.67E-02
positive regulation of cellular amino acid biosynthetic process (GO:2000284),1,1,0.1,+,9.84,9.67E-02
positive regulation of oxidative phosphorylation uncoupler activity (GO:2000277),1,1,0.1,+,9.84,9.67E-02
tripeptide import across plasma membrane (GO:0140207),1,1,0.1,+,9.84,9.67E-02
adenylate cyclase-activating adrenergic receptor signaling pathway involved in regulation of heart rate (GO:0140200),1,1,0.1,+,9.84,9.67E-02
protein sulfhydration (GO:0044524),1,1,0.1,+,9.84,9.67E-02
protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine (GO:0018272),1,1,0.1,+,9.84,9.67E-02
negative regulation of translation in response to endoplasmic reticulum stress (GO:1902010),1,1,0.1,+,9.84,9.67E-02
peptidyl-serine trans-autophosphorylation (GO:1990579),1,1,0.1,+,9.84,9.67E-02
cellular response to carbon monoxide (GO:0071245),1,1,0.1,+,9.84,9.67E-02
regulation of cellular response to alcohol (GO:1905957),1,1,0.1,+,9.84,9.67E-02
mitochondrial manganese ion transmembrane transport (GO:1990540),1,1,0.1,+,9.84,9.67E-02
fructose import across plasma membrane (GO:1990539),1,1,0.1,+,9.84,9.67E-02
response to fenofibrate (GO:1901557),1,1,0.1,+,9.84,9.67E-02
response to raffinose (GO:1901545),1,1,0.1,+,9.84,9.67E-02
positive regulation of chylomicron remnant clearance (GO:0090321),1,1,0.1,+,9.84,9.67E-02
regulation of chylomicron remnant clearance (GO:0090320),1,1,0.1,+,9.84,9.67E-02
adenohypophysis morphogenesis (GO:0048855),1,1,0.1,+,9.84,9.67E-02
negative regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0106289),1,1,0.1,+,9.84,9.67E-02
regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0106288),1,1,0.1,+,9.84,9.67E-02
positive regulation of pro-T cell differentiation (GO:2000176),1,1,0.1,+,9.84,9.67E-02
regulation of pro-T cell differentiation (GO:2000174),1,1,0.1,+,9.84,9.67E-02
"regulation of protein catabolic process at presynapse, modulating synaptic transmission (GO:0099575)",1,1,0.1,+,9.84,9.67E-02
fructose import (GO:0032445),1,1,0.1,+,9.84,9.67E-02
negative regulation of sodium-dependent phosphate transport (GO:2000119),1,1,0.1,+,9.84,9.67E-02
calcium-dependent activation of synaptic vesicle fusion (GO:0099502),1,1,0.1,+,9.84,9.67E-02
inosine catabolic process (GO:0006148),1,1,0.1,+,9.84,9.67E-02
negative regulation of postsynaptic density organization (GO:1905875),1,1,0.1,+,9.84,9.67E-02
cellular response to pyrimidine ribonucleotide (GO:1905835),1,1,0.1,+,9.84,9.67E-02
response to pyrimidine ribonucleotide (GO:1905834),1,1,0.1,+,9.84,9.67E-02
response to interleukin-11 (GO:0071105),1,1,0.1,+,9.84,9.67E-02
positive regulation of chromatin silencing at telomere (GO:0031940),1,1,0.1,+,9.84,9.67E-02
positive regulation of mitochondrial DNA replication (GO:0090297),1,1,0.1,+,9.84,9.67E-02
positive regulation of osteoclast proliferation (GO:0090290),1,1,0.1,+,9.84,9.67E-02
regulation of response to alcohol (GO:1901419),1,1,0.1,+,9.84,9.67E-02
peptidyl-lysine butyrylation (GO:0140067),1,1,0.1,+,9.84,9.67E-02
peptidyl-lysine crotonylation (GO:0140066),1,1,0.1,+,9.84,9.67E-02
pyridine nucleoside catabolic process (GO:0070638),1,1,0.1,+,9.84,9.67E-02
pyridine nucleoside metabolic process (GO:0070637),1,1,0.1,+,9.84,9.67E-02
cellular detoxification of methylglyoxal (GO:0140041),1,1,0.1,+,9.84,9.67E-02
positive regulation of ureter smooth muscle cell differentiation (GO:2000063),1,1,0.1,+,9.84,9.67E-02
negative regulation of ureter smooth muscle cell differentiation (GO:2000062),1,1,0.1,+,9.84,9.67E-02
regulation of ureter smooth muscle cell differentiation (GO:2000061),1,1,0.1,+,9.84,9.67E-02
positive regulation of cobalamin metabolic process (GO:0106121),1,1,0.1,+,9.84,9.67E-02
cytochrome c-heme linkage (GO:0018063),1,1,0.1,+,9.84,9.67E-02
protein amidation (GO:0018032),1,1,0.1,+,9.84,9.67E-02
CMP-N-acetylneuraminate biosynthetic process (GO:0006055),1,1,0.1,+,9.84,9.67E-02
NMDA selective glutamate receptor signaling pathway (GO:0098989),1,1,0.1,+,9.84,9.67E-02
snoRNA polyadenylation (GO:0071050),1,1,0.1,+,9.84,9.67E-02
monopolar spindle attachment to meiosis I kinetochore (GO:0051455),1,1,0.1,+,9.84,9.67E-02
positive regulation of transforming growth factor beta1 activation (GO:1901394),1,1,0.1,+,9.84,9.67E-02
positive regulation of transforming growth factor beta activation (GO:1901390),1,1,0.1,+,9.84,9.67E-02
hard palate morphogenesis (GO:1905748),1,1,0.1,+,9.84,9.67E-02
negative regulation of saliva secretion (GO:1905747),1,1,0.1,+,9.84,9.67E-02
response to cortisone (GO:0051413),1,1,0.1,+,9.84,9.67E-02
positive regulation of inhibitory synapse assembly (GO:1905704),2,2,0.2,+,9.84,1.81E-02
polarity specification of anterior/posterior axis (GO:0009949),2,2,0.2,+,9.84,1.81E-02
cell-cell adhesion involved in gastrulation (GO:0070586),1,1,0.1,+,9.84,9.67E-02
regulation of actin cytoskeleton organization by cell-cell adhesion (GO:0090138),1,1,0.1,+,9.84,9.67E-02
regulation of cobalamin metabolic process (GO:0106064),1,1,0.1,+,9.84,9.67E-02
spermidine deacetylation (GO:0106048),1,1,0.1,+,9.84,9.67E-02
polyamine deacetylation (GO:0106047),1,1,0.1,+,9.84,9.67E-02
"guanine deglycation, glyoxal removal (GO:0106046)",1,1,0.1,+,9.84,9.67E-02
"guanine deglycation, methylglyoxal removal (GO:0106045)",1,1,0.1,+,9.84,9.67E-02
guanine deglycation (GO:0106044),1,1,0.1,+,9.84,9.67E-02
'de novo' AMP biosynthetic process (GO:0044208),1,1,0.1,+,9.84,9.67E-02
positive regulation of polysome binding (GO:1905698),1,1,0.1,+,9.84,9.67E-02
response to transition metal nanoparticle (GO:1990267),1,1,0.1,+,9.84,9.67E-02
attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation (GO:0051316),1,1,0.1,+,9.84,9.67E-02
male meiosis chromosome separation (GO:0051308),1,1,0.1,+,9.84,9.67E-02
negative regulation of extracellular matrix assembly (GO:1901202),1,1,0.1,+,9.84,9.67E-02
transforming growth factor beta receptor signaling pathway involved in primitive streak formation (GO:0090010),1,1,0.1,+,9.84,9.67E-02
glutathione deglycation (GO:0036531),1,1,0.1,+,9.84,9.67E-02
"protein deglycation, methylglyoxal removal (GO:0036530)",1,1,0.1,+,9.84,9.67E-02
"protein deglycation, glyoxal removal (GO:0036529)",1,1,0.1,+,9.84,9.67E-02
peptidyl-lysine deglycation (GO:0036528),1,1,0.1,+,9.84,9.67E-02
peptidyl-arginine deglycation (GO:0036527),1,1,0.1,+,9.84,9.67E-02
peptidyl-cysteine deglycation (GO:0036526),1,1,0.1,+,9.84,9.67E-02
regulation of carbohydrate phosphatase activity (GO:0032113),1,1,0.1,+,9.84,9.67E-02
fibronectin fibril organization (GO:1905590),1,1,0.1,+,9.84,9.67E-02
outer hair cell apoptotic process (GO:1905584),1,1,0.1,+,9.84,9.67E-02
positive regulation of subtelomeric heterochromatin assembly (GO:1905549),1,1,0.1,+,9.84,9.67E-02
regulation of subtelomeric heterochromatin assembly (GO:1905547),1,1,0.1,+,9.84,9.67E-02
positive regulation of abscisic acid-activated signaling pathway (GO:0009789),1,1,0.1,+,9.84,9.67E-02
regulation of abscisic acid-activated signaling pathway (GO:0009787),1,1,0.1,+,9.84,9.67E-02
ncRNA polyadenylation involved in polyadenylation-dependent ncRNA catabolic process (GO:0043630),1,1,0.1,+,9.84,9.67E-02
ncRNA polyadenylation (GO:0043629),1,1,0.1,+,9.84,9.67E-02
positive regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031632),1,1,0.1,+,9.84,9.67E-02
detoxification of mercury ion (GO:0050787),2,2,0.2,+,9.84,1.81E-02
cellular response to glyoxal (GO:0036471),1,1,0.1,+,9.84,9.67E-02
response to copper ion starvation (GO:0120126),1,1,0.1,+,9.84,9.67E-02
T cell meandering migration (GO:0120117),1,1,0.1,+,9.84,9.67E-02
positive regulation of lymphoid progenitor cell differentiation (GO:1905458),2,2,0.2,+,9.84,1.81E-02
ethylene metabolic process (GO:0009692),1,1,0.1,+,9.84,9.67E-02
benzylpenicillin metabolic process (GO:1901086),1,1,0.1,+,9.84,9.67E-02
regulation of dense core granule exocytosis (GO:1905413),1,1,0.1,+,9.84,9.67E-02
subtelomeric heterochromatin assembly (GO:0031509),1,1,0.1,+,9.84,9.67E-02
positive regulation of viral translation (GO:1904973),1,1,0.1,+,9.84,9.67E-02
regulation of viral translation (GO:1904971),1,1,0.1,+,9.84,9.67E-02
positive regulation of urothelial cell proliferation (GO:0050677),1,1,0.1,+,9.84,9.67E-02
regulation of urothelial cell proliferation (GO:0050675),1,1,0.1,+,9.84,9.67E-02
urothelial cell proliferation (GO:0050674),1,1,0.1,+,9.84,9.67E-02
opsin transport (GO:0036372),1,1,0.1,+,9.84,9.67E-02
axial mesodermal cell fate specification (GO:0048327),1,1,0.1,+,9.84,9.67E-02
axial mesodermal cell fate commitment (GO:0048322),1,1,0.1,+,9.84,9.67E-02
axial mesodermal cell differentiation (GO:0048321),1,1,0.1,+,9.84,9.67E-02
platelet maturation (GO:0036345),1,1,0.1,+,9.84,9.67E-02
cellular response to copper ion starvation (GO:0035874),1,1,0.1,+,9.84,9.67E-02
learned vocalization behavior (GO:0098583),1,1,0.1,+,9.84,9.67E-02
negative regulation of calcium-independent cell-cell adhesion (GO:0051042),1,1,0.1,+,9.84,9.67E-02
tracheoesophageal septum formation (GO:1905327),1,1,0.1,+,9.84,9.67E-02
positive regulation of mRNA cleavage (GO:0031439),1,1,0.1,+,9.84,9.67E-02
regulation of mRNA cleavage (GO:0031437),1,1,0.1,+,9.84,9.67E-02
isotype switching to IgG isotypes (GO:0048291),1,1,0.1,+,9.84,9.67E-02
protein trans-autophosphorylation (GO:0036290),1,1,0.1,+,9.84,9.67E-02
regulation of diacylglycerol biosynthetic process (GO:1900480),1,1,0.1,+,9.84,9.67E-02
swimming (GO:0036268),1,1,0.1,+,9.84,9.67E-02
positive regulation of aortic smooth muscle cell differentiation (GO:1904831),1,1,0.1,+,9.84,9.67E-02
response to methylamine (GO:0036255),1,1,0.1,+,9.84,9.67E-02
regulation of aortic smooth muscle cell differentiation (GO:1904829),1,1,0.1,+,9.84,9.67E-02
protein splicing (GO:0030908),1,1,0.1,+,9.84,9.67E-02
mature natural killer cell chemotaxis (GO:0035782),1,1,0.1,+,9.84,9.67E-02
negative regulation of memory T cell differentiation (GO:0043381),2,2,0.2,+,9.84,1.81E-02
nitric oxide storage (GO:0035732),1,1,0.1,+,9.84,9.67E-02
"cellular response to 3,3',5-triiodo-L-thyronine (GO:1905243)",2,2,0.2,+,9.84,1.81E-02
glucagon secretion (GO:0070091),1,1,0.1,+,9.84,9.67E-02
protein-tetrapyrrole linkage (GO:0017006),1,1,0.1,+,9.84,9.67E-02
protein-heme linkage (GO:0017003),1,1,0.1,+,9.84,9.67E-02
"mRNA splicing, via endonucleolytic cleavage and ligation (GO:0070054)",1,1,0.1,+,9.84,9.67E-02
positive regulation of myofibroblast differentiation (GO:1904762),1,1,0.1,+,9.84,9.67E-02
osteoclast maturation (GO:0036179),1,1,0.1,+,9.84,9.67E-02
triglyceride acyl-chain remodeling (GO:0036153),1,1,0.1,+,9.84,9.67E-02
intein-mediated protein splicing (GO:0016539),1,1,0.1,+,9.84,9.67E-02
mitophagy by induced vacuole formation (GO:0035695),1,1,0.1,+,9.84,9.67E-02
peptidyl-lysine propionylation (GO:0061921),1,1,0.1,+,9.84,9.67E-02
positive regulation of phagosome maturation (GO:1905164),1,1,0.1,+,9.84,9.67E-02
enteric smooth muscle cell differentiation (GO:0035645),1,1,0.1,+,9.84,9.67E-02
pseudopodium assembly (GO:0031269),1,1,0.1,+,9.84,9.67E-02
D-serine catabolic process (GO:0036088),1,1,0.1,+,9.84,9.67E-02
negative regulation of RNA-directed 5'-3' RNA polymerase activity (GO:1900260),1,1,0.1,+,9.84,9.67E-02
regulation of RNA-directed 5'-3' RNA polymerase activity (GO:1900259),1,1,0.1,+,9.84,9.67E-02
regulation of pronephros size (GO:0035565),1,1,0.1,+,9.84,9.67E-02
cardiac jelly development (GO:1905072),1,1,0.1,+,9.84,9.67E-02
D-alanine catabolic process (GO:0055130),1,1,0.1,+,9.84,9.67E-02
positive regulation of antifungal innate immune response (GO:1905036),1,1,0.1,+,9.84,9.67E-02
short-chain fatty acid import (GO:0015913),1,1,0.1,+,9.84,9.67E-02
mating plug formation (GO:0042628),1,1,0.1,+,9.84,9.67E-02
negative regulation of glucocorticoid mediated signaling pathway (GO:1900170),1,1,0.1,+,9.84,9.67E-02
beta-lactam antibiotic metabolic process (GO:0030653),1,1,0.1,+,9.84,9.67E-02
regulation of glucocorticoid mediated signaling pathway (GO:1900169),2,2,0.2,+,9.84,1.81E-02
positive regulation of phospholipid scramblase activity (GO:1900163),1,1,0.1,+,9.84,9.67E-02
regulation of phospholipid scramblase activity (GO:1900161),1,1,0.1,+,9.84,9.67E-02
leukocyte adhesion to arterial endothelial cell (GO:0061757),1,1,0.1,+,9.84,9.67E-02
anastral spindle assembly (GO:0055048),1,1,0.1,+,9.84,9.67E-02
isoleucine transport (GO:0015818),1,1,0.1,+,9.84,9.67E-02
negative regulation of hemoglobin biosynthetic process (GO:0046986),1,1,0.1,+,9.84,9.67E-02
fatty acid primary amide metabolic process (GO:0062126),1,1,0.1,+,9.84,9.67E-02
fatty acid primary amide biosynthetic process (GO:0062112),1,1,0.1,+,9.84,9.67E-02
hypotonic salinity response (GO:0042539),2,2,0.2,+,9.84,1.81E-02
regulation of D-erythro-sphingosine kinase activity (GO:1900022),1,1,0.1,+,9.84,9.67E-02
cellular response to bisphenol A (GO:1903926),1,1,0.1,+,9.84,9.67E-02
response to bisphenol A (GO:1903925),1,1,0.1,+,9.84,9.67E-02
bilirubin transport (GO:0015723),1,1,0.1,+,9.84,9.67E-02
adenylate cyclase-activating adrenergic receptor signaling pathway involved in cardiac muscle relaxation (GO:0086030),1,1,0.1,+,9.84,9.67E-02
adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate (GO:0086024),1,1,0.1,+,9.84,9.67E-02
positive regulation of protein localization to actin cortical patch (GO:1904372),1,1,0.1,+,9.84,9.67E-02
regulation of protein localization to actin cortical patch (GO:1904370),1,1,0.1,+,9.84,9.67E-02
arginine biosynthetic process via ornithine (GO:0042450),2,2,0.2,+,9.84,1.81E-02
colon epithelial cell migration (GO:0061580),1,1,0.1,+,9.84,9.67E-02
DNA-templated viral transcription (GO:0039695),1,1,0.1,+,9.84,9.67E-02
carotene catabolic process (GO:0016121),1,1,0.1,+,9.84,9.67E-02
carotene metabolic process (GO:0016119),1,1,0.1,+,9.84,9.67E-02
fusion of virus membrane with host endosome membrane (GO:0039654),1,1,0.1,+,9.84,9.67E-02
mercury ion transport (GO:0015694),1,1,0.1,+,9.84,9.67E-02
L-isoleucine import across plasma membrane (GO:1903806),1,1,0.1,+,9.84,9.67E-02
positive regulation of arginase activity (GO:0150072),1,1,0.1,+,9.84,9.67E-02
regulation of arginase activity (GO:0150070),1,1,0.1,+,9.84,9.67E-02
positive regulation of Schwann cell chemotaxis (GO:1904268),1,1,0.1,+,9.84,9.67E-02
regulation of Schwann cell chemotaxis (GO:1904266),1,1,0.1,+,9.84,9.67E-02
negative regulation of polynucleotide adenylyltransferase activity (GO:1904246),2,2,0.2,+,9.84,1.81E-02
negative regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly (GO:1904240),1,1,0.1,+,9.84,9.67E-02
regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly (GO:1904239),1,1,0.1,+,9.84,9.67E-02
penicillin metabolic process (GO:0042316),1,1,0.1,+,9.84,9.67E-02
cellular response to raffinose (GO:0097403),1,1,0.1,+,9.84,9.67E-02
meiotic DNA double-strand break processing involved in reciprocal meiotic recombination (GO:0010705),2,2,0.2,+,9.84,1.81E-02
